token,token_lower,count,rank,per_1k,chapter_0,chapter_1,chapter_2
прокашлялся,прокашлялся,1,19047,0.0091,0,0,1
ехавшего,ехавшего,1,19048,0.0091,0,0,1
представляясь,представляясь,1,19049,0.0091,0,0,1
слоном,слоном,1,19050,0.0091,0,0,1
нескольким,нескольким,1,19051,0.0091,0,0,1
верховым,верховым,1,19052,0.0091,0,0,1
ехавшим,ехавшим,1,19053,0.0091,0,0,1
явление,явление,1,19054,0.0091,0,0,1
рапортовал,рапортовал,1,19055,0.0091,0,0,1
шуметь,шуметь,1,19056,0.0091,0,0,1
снялись,снялись,1,19057,0.0091,0,0,1
фланкёры,фланкёры,1,19058,0.0091,0,0,1
съезжу,съезжу,1,19059,0.0091,0,0,1
федченку,федченку,1,19060,0.0091,0,0,1
продолжавшимся,продолжавшимся,1,19061,0.0091,0,0,1
крикам,крикам,1,19062,0.0091,0,0,1
жутко,жутко,1,19063,0.0091,0,0,1
таинственную,таинственную,1,19064,0.0091,0,0,1
опасную,опасную,1,19065,0.0091,0,0,1
ручья,ручья,1,19066,0.0091,0,0,1
обманываясь,обманываясь,1,19067,0.0091,0,0,1
деревья,деревья,1,19068,0.0091,0,0,1
рытвины,рытвины,1,19069,0.0091,0,0,1
объясняя,объясняя,1,19070,0.0091,0,0,1
обманы,обманы,1,19071,0.0091,0,0,1
спустившись,спустившись,1,19072,0.0091,0,0,1
неприятельских,неприятельских,1,19073,0.0091,0,0,1
реки,реки,1,19074,0.0091,0,0,1
доехал,доехал,1,19075,0.0091,0,0,1
проезженную,проезженную,1,19076,0.0091,0,0,1
пересечь,пересечь,1,19077,0.0091,0,0,1
черному,черному,1,19078,0.0091,0,0,1
светлевшей,светлевшей,1,19079,0.0091,0,0,1
безопаснее,безопаснее,1,19080,0.0091,0,0,1
пересек,пересек,1,19081,0.0091,0,0,1
зачерневшееся,зачерневшееся,1,19082,0.0091,0,0,1
щелкнул,щелкнул,1,19083,0.0091,0,0,1
зажужжала,зажужжала,1,19084,0.0091,0,0,1
вылетела,вылетела,1,19085,0.0091,0,0,1
слуха,слуха,1,19086,0.0091,0,0,1
выстрелило,выстрелило,1,19087,0.0091,0,0,1
полке,полке,1,19088,0.0091,0,0,1
тоны,тоны,1,19089,0.0091,0,0,1
запели,запели,1,19090,0.0091,0,0,1
повеселевшую,повеселевшую,1,19091,0.0091,0,0,1
настаивал,настаивал,1,19092,0.0091,0,0,1
мнении,мнении,1,19093,0.0091,0,0,1
отступили,отступили,1,19094,0.0091,0,0,1
доказывает,доказывает,1,19095,0.0091,0,0,1
отступить,отступить,1,19096,0.0091,0,0,1
пикеты,пикеты,1,19097,0.0091,0,0,1
узнаем,узнаем,1,19098,0.0091,0,0,1
веселья,веселья,1,19099,0.0091,0,0,1
поездкой,поездкой,1,19100,0.0091,0,0,1
прикомандировать,прикомандировать,1,19101,0.0091,0,0,1
оставайся,оставайся,1,19102,0.0091,0,0,1
ильи,ильи,1,19103,0.0091,0,0,1
прикажу,прикажу,1,19104,0.0091,0,0,1
читали,читали,1,19105,0.0091,0,0,1
бивуаки,бивуаки,1,19106,0.0091,0,0,1
зажигали,зажигали,1,19107,0.0091,0,0,1
пуки,пуки,1,19108,0.0091,0,0,1
отмстить,отмстить,1,19109,0.0091,0,0,1
ульмскую,ульмскую,1,19110,0.0091,0,0,1
голлабрунне,голлабрунне,1,19111,0.0091,0,0,1
преследовали,преследовали,1,19112,0.0091,0,0,1
занимаем,занимаем,1,19113,0.0091,0,0,1
могущественны,могущественны,1,19114,0.0091,0,0,1
выставят,выставят,1,19115,0.0091,0,0,1
обычною,обычною,1,19116,0.0091,0,0,1
внесете,внесете,1,19117,0.0091,0,0,1
смятение,смятение,1,19118,0.0091,0,0,1
сомнительна,сомнительна,1,19119,0.0091,0,0,1
подвергающегося,подвергающегося,1,19120,0.0091,0,0,1
ударам,ударам,1,19121,0.0091,0,0,1
увода,увода,1,19122,0.0091,0,0,1
расстроивать,расстроивать,1,19123,0.0091,0,0,1
проникнут,проникнут,1,19124,0.0091,0,0,1
мыслию,мыслию,1,19125,0.0091,0,0,1
наемников,наемников,1,19126,0.0091,0,0,1
воодушевленных,воодушевленных,1,19127,0.0091,0,0,1
ненавистью,ненавистью,1,19128,0.0091,0,0,1
окончит,окончит,1,19129,0.0091,0,0,1
зимние,зимние,1,19130,0.0091,0,0,1
застанут,застанут,1,19131,0.0091,0,0,1
формируются,формируются,1,19132,0.0091,0,0,1
заключу,заключу,1,19133,0.0091,0,0,1
достоин,достоин,1,19134,0.0091,0,0,1
долженствовавшие,долженствовавшие,1,19135,0.0091,0,0,1
спуститься,спуститься,1,19136,0.0091,0,0,1
отбросить,отбросить,1,19137,0.0091,0,0,1
завтракали,завтракали,1,19138,0.0091,0,0,1
пережевывали,пережевывали,1,19139,0.0091,0,0,1
сухари,сухари,1,19140,0.0091,0,0,1
отбивали,отбивали,1,19141,0.0091,0,0,1
дробь,дробь,1,19142,0.0091,0,0,1
согреваясь,согреваясь,1,19143,0.0091,0,0,1
стекались,стекались,1,19144,0.0091,0,0,1
балаганов,балаганов,1,19145,0.0091,0,0,1
увезти,увезти,1,19146,0.0091,0,0,1
колонновожатые,колонновожатые,1,19147,0.0091,0,0,1
предвестниками,предвестниками,1,19148,0.0091,0,0,1
выступления,выступления,1,19149,0.0091,0,0,1
показывался,показывался,1,19150,0.0091,0,0,1
сбегались,сбегались,1,19151,0.0091,0,0,1
прятали,прятали,1,19152,0.0091,0,0,1
голенища,голенища,1,19153,0.0091,0,0,1
трубочки,трубочки,1,19154,0.0091,0,0,1
мешочки,мешочки,1,19155,0.0091,0,0,1
разбирали,разбирали,1,19156,0.0091,0,0,1
застегивались,застегивались,1,19157,0.0091,0,0,1
надевали,надевали,1,19158,0.0091,0,0,1
шпаги,шпаги,1,19159,0.0091,0,0,1
покрикивая,покрикивая,1,19160,0.0091,0,0,1
обозные,обозные,1,19161,0.0091,0,0,1
запрягали,запрягали,1,19162,0.0091,0,0,1
укладывали,укладывали,1,19163,0.0091,0,0,1
увязывали,увязывали,1,19164,0.0091,0,0,1
верхами,верхами,1,19165,0.0091,0,0,1
наставления,наставления,1,19166,0.0091,0,0,1
остающимся,остающимся,1,19167,0.0091,0,0,1
обозным,обозным,1,19168,0.0091,0,0,1
тысячей,тысячей,1,19169,0.0091,0,0,1
усиливающегося,усиливающегося,1,19170,0.0091,0,0,1
ограничен,ограничен,1,19171,0.0091,0,0,1
влеком,влеком,1,19172,0.0091,0,0,1
моряк,моряк,1,19173,0.0091,0,0,1
кораблем,кораблем,1,19174,0.0091,0,0,1
странные,странные,1,19175,0.0091,0,0,1
неведомые,неведомые,1,19176,0.0091,0,0,1
опасные,опасные,1,19177,0.0091,0,0,1
моряка,моряка,1,19178,0.0091,0,0,1
палубы,палубы,1,19179,0.0091,0,0,1
мачты,мачты,1,19180,0.0091,0,0,1
канаты,канаты,1,19181,0.0091,0,0,1
корабля,корабля,1,19182,0.0091,0,0,1
товарищи,товарищи,1,19183,0.0091,0,0,1
собака,собака,1,19184,0.0091,0,0,1
жучка,жучка,1,19185,0.0091,0,0,1
корабль,корабль,1,19186,0.0091,0,0,1
нравственном,нравственном,1,19187,0.0091,0,0,1
нота,нота,1,19188,0.0091,0,0,1
звучит,звучит,1,19189,0.0091,0,0,1
решительного,решительного,1,19190,0.0091,0,0,1
торжественного,торжественного,1,19191,0.0091,0,0,1
вызывает,вызывает,1,19192,0.0091,0,0,1
несвойственное,несвойственное,1,19193,0.0091,0,0,1
возбужденно,возбужденно,1,19194,0.0091,0,0,1
прислушиваются,прислушиваются,1,19195,0.0091,0,0,1
приглядываются,приглядываются,1,19196,0.0091,0,0,1
расспрашивают,расспрашивают,1,19197,0.0091,0,0,1
рассветало,рассветало,1,19198,0.0091,0,0,1
ровные,ровные,1,19199,0.0091,0,0,1
обрывами,обрывами,1,19200,0.0091,0,0,1
скатами,скатами,1,19201,0.0091,0,0,1
невидимым,невидимым,1,19202,0.0091,0,0,1
спускаясь,спускаясь,1,19203,0.0091,0,0,1
минуя,минуя,1,19204,0.0091,0,0,1
непонятной,непонятной,1,19205,0.0091,0,0,1
сталкиваясь,сталкиваясь,1,19206,0.0091,0,0,1
узнавали,узнавали,1,19207,0.0091,0,0,1
курские,курские,1,19208,0.0091,0,0,1
войски,войски,1,19209,0.0091,0,0,1
вечор,вечор,1,19210,0.0091,0,0,1
колонные,колонные,1,19211,0.0091,0,0,1
предпринимаемым,предпринимаемым,1,19212,0.0091,0,0,1
исполняли,исполняли,1,19213,0.0091,0,0,1
повеселить,повеселить,1,19214,0.0091,0,0,1
наступательное,наступательное,1,19215,0.0091,0,0,1
пронеслось,пронеслось,1,19216,0.0091,0,0,1
бестолковщины,бестолковщины,1,19217,0.0091,0,0,1
разливается,разливается,1,19218,0.0091,0,0,1
общею,общею,1,19219,0.0091,0,0,1
естественностью,естественностью,1,19220,0.0091,0,0,1
относя,относя,1,19221,0.0091,0,0,1
беспорядков,беспорядков,1,19222,0.0091,0,0,1
бестолковым,бестолковым,1,19223,0.0091,0,0,1
немцам,немцам,1,19224,0.0091,0,0,1
убедились,убедились,1,19225,0.0091,0,0,1
вредная,вредная,1,19226,0.0091,0,0,1
путаница,путаница,1,19227,0.0091,0,0,1
колбасники,колбасники,1,19228,0.0091,0,0,1
загородили,загородили,1,19229,0.0091,0,0,1
слыхать,слыхать,1,19230,0.0091,0,0,1
палить,палить,1,19231,0.0091,0,0,1
торопили,торопили,1,19232,0.0091,0,0,1
путают,путают,1,19233,0.0091,0,0,1
эки,эки,1,19234,0.0091,0,0,1
наперед,наперед,1,19235,0.0091,0,0,1
небось,небось,1,19236,0.0091,0,0,1
жмутся,жмутся,1,19237,0.0091,0,0,1
осьмнадцатой,осьмнадцатой,1,19238,0.0091,0,0,1
пройдете,пройдете,1,19239,0.0091,0,0,1
дурацкие,дурацкие,1,19240,0.0091,0,0,1
лафа,лафа,1,19241,0.0091,0,0,1
бормочет,бормочет,1,19242,0.0091,0,0,1
передразнивая,передразнивая,1,19243,0.0091,0,0,1
отъехавшего,отъехавшего,1,19244,0.0091,0,0,1
расстрелял,расстрелял,1,19245,0.0091,0,0,1
подлецов,подлецов,1,19246,0.0091,0,0,1
девятом,девятом,1,19247,0.0091,0,0,1
путаницы,путаницы,1,19248,0.0091,0,0,1
шедшей,шедшей,1,19249,0.0091,0,0,1
нашло,нашло,1,19250,0.0091,0,0,1
отдален,отдален,1,19251,0.0091,0,0,1
продвигалось,продвигалось,1,19252,0.0091,0,0,1
колонновожатым,колонновожатым,1,19253,0.0091,0,0,1
остановлена,остановлена,1,19254,0.0091,0,0,1
австриец,австриец,1,19255,0.0091,0,0,1
задержки,задержки,1,19256,0.0091,0,0,1
расходившийся,расходившийся,1,19257,0.0091,0,0,1
нескладно,нескладно,1,19258,0.0091,0,0,1
тратта,тратта,1,19259,0.0091,0,0,1
тат,тат,1,19260,0.0091,0,0,1
складнее,складнее,1,19261,0.0091,0,0,1
завязалось,завязалось,1,19262,0.0091,0,0,1
гольдбахом,гольдбахом,1,19263,0.0091,0,0,1
рассчитывая,рассчитывая,1,19264,0.0091,0,0,1
встретить,встретить,1,19265,0.0091,0,0,1
наткнувшись,наткнувшись,1,19266,0.0091,0,0,1
слòва,слòва,1,19267,0.0091,0,0,1
одушевления,одушевления,1,19268,0.0091,0,0,1
распространившимся,распространившимся,1,19269,0.0091,0,0,1
сознанием,сознанием,1,19270,0.0091,0,0,1
опоздано,опоздано,1,19271,0.0091,0,0,1
перестреливались,перестреливались,1,19272,0.0091,0,0,1
получая,получая,1,19273,0.0091,0,0,1
блудили,блудили,1,19274,0.0091,0,0,1
незнакомой,незнакомой,1,19275,0.0091,0,0,1
прояснело,прояснело,1,19276,0.0091,0,0,1
черте,черте,1,19277,0.0091,0,0,1
девятого,девятого,1,19278,0.0091,0,0,1
сплошным,сплошным,1,19279,0.0091,0,0,1
низу,низу,1,19280,0.0091,0,0,1
шлапанице,шлапанице,1,19281,0.0091,0,0,1
голубое,голубое,1,19282,0.0091,0,0,1
пустотелый,пустотелый,1,19283,0.0091,0,0,1
багровый,багровый,1,19284,0.0091,0,0,1
поплавок,поплавок,1,19285,0.0091,0,0,1
колыхался,колыхался,1,19286,0.0091,0,0,1
