token,token_lower,count,rank,per_1k,chapter_0,chapter_1,chapter_2
няниной,няниной,1,10696,0.0091,1,0,0
пальчиками,пальчиками,1,10697,0.0091,1,0,0
навзрыд,навзрыд,1,10698,0.0091,1,0,0
подрагивая,подрагивая,1,10699,0.0091,1,0,0
именинное,именинное,1,10700,0.0091,1,0,0
содрогнулась,содрогнулась,1,10701,0.0091,1,0,0
широкая,широкая,1,10702,0.0091,1,0,0
дурною,дурною,1,10703,0.0091,1,0,0
заревела,заревела,1,10704,0.0091,1,0,0
присев,присев,1,10705,0.0091,1,0,0
утирать,утирать,1,10706,0.0091,1,0,0
бумажку,бумажку,1,10707,0.0091,1,0,0
написанные,написанные,1,10708,0.0091,1,0,0
завидую,завидую,1,10709,0.0091,1,0,0
препятствий,препятствий,1,10710,0.0091,1,0,0
митрополит,митрополит,1,10711,0.0091,1,0,0
матерью,матерью,1,10712,0.0091,1,0,0
порчу,порчу,1,10713,0.0091,1,0,0
благодарна,благодарна,1,10714,0.0091,1,0,0
пожертвовать,пожертвовать,1,10715,0.0091,1,0,0
нечем,нечем,1,10716,0.0091,1,0,0
успокоиваться,успокоиваться,1,10717,0.0091,1,0,0
настоящей,настоящей,1,10718,0.0091,1,0,0
кузины,кузины,1,10719,0.0091,1,0,0
списала,списала,1,10720,0.0091,1,0,0
позволит,позволит,1,10721,0.0091,1,0,0
горьче,горьче,1,10722,0.0091,1,0,0
приподняла,приподняла,1,10723,0.0091,1,0,0
николинькой,николинькой,1,10724,0.0091,1,0,0
женат,женат,1,10725,0.0091,1,0,0
двоюродной,двоюродной,1,10726,0.0091,1,0,0
троюродные,троюродные,1,10727,0.0091,1,0,0
плачь,плачь,1,10728,0.0091,1,0,0
злая,злая,1,10729,0.0091,1,0,0
котеночек,котеночек,1,10730,0.0091,1,0,0
глазки,глазки,1,10731,0.0091,1,0,0
заблистали,заблистали,1,10732,0.0091,1,0,0
вспрыгнуть,вспрыгнуть,1,10733,0.0091,1,0,0
мягкие,мягкие,1,10734,0.0091,1,0,0
лапки,лапки,1,10735,0.0091,1,0,0
клубком,клубком,1,10736,0.0091,1,0,0
выбившуюся,выбившуюся,1,10737,0.0091,1,0,0
прядь,прядь,1,10738,0.0091,1,0,0
жестких,жестких,1,10739,0.0091,1,0,0
отряхнув,отряхнув,1,10740,0.0091,1,0,0
пух,пух,1,10741,0.0091,1,0,0
спрятав,спрятав,1,10742,0.0091,1,0,0
пазуху,пазуху,1,10743,0.0091,1,0,0
шейке,шейке,1,10744,0.0091,1,0,0
выступавшими,выступавшими,1,10745,0.0091,1,0,0
костями,костями,1,10746,0.0091,1,0,0
легкими,легкими,1,10747,0.0091,1,0,0
раскрасневшимся,раскрасневшимся,1,10748,0.0091,1,0,0
спели,спели,1,10749,0.0091,1,0,0
квартет,квартет,1,10750,0.0091,1,0,0
спел,спел,1,10751,0.0091,1,0,0
выученную,выученную,1,10752,0.0091,1,0,0
приятну,приятну,1,10753,0.0091,1,0,0
лунном,лунном,1,10754,0.0091,1,0,0
некто,некто,1,10755,0.0091,1,0,0
бродя,бродя,1,10756,0.0091,1,0,0
гармониею,гармониею,1,10757,0.0091,1,0,0
страстной,страстной,1,10758,0.0091,1,0,0
рай,рай,1,10759,0.0091,1,0,0
настанет,настанет,1,10760,0.0091,1,0,0
доживет,доживет,1,10761,0.0091,1,0,0
допел,допел,1,10762,0.0091,1,0,0
приготовилась,приготовилась,1,10763,0.0091,1,0,0
танцам,танцам,1,10764,0.0091,1,0,0
застучали,застучали,1,10765,0.0091,1,0,0
закашляли,закашляли,1,10766,0.0091,1,0,0
приезжим,приезжим,1,10767,0.0091,1,0,0
скучный,скучный,1,10768,0.0091,1,0,0
политический,политический,1,10769,0.0091,1,0,0
присоединились,присоединились,1,10770,0.0091,1,0,0
спутать,спутать,1,10771,0.0091,1,0,0
учителем,учителем,1,10772,0.0091,1,0,0
толстую,толстую,1,10773,0.0091,1,0,0
тоненькой,тоненькой,1,10774,0.0091,1,0,0
девочке,девочке,1,10775,0.0091,1,0,0
расстанавливались,расстанавливались,1,10776,0.0091,1,0,0
танцовала,танцовала,1,10777,0.0091,1,0,0
приехавшим,приехавшим,1,10778,0.0091,1,0,0
заграницы,заграницы,1,10779,0.0091,1,0,0
подержать,подержать,1,10780,0.0091,1,0,0
барышня,барышня,1,10781,0.0091,1,0,0
приняв,приняв,1,10782,0.0091,1,0,0
научилась,научилась,1,10783,0.0091,1,0,0
обмахиваясь,обмахиваясь,1,10784,0.0091,1,0,0
кавалером,кавалером,1,10785,0.0091,1,0,0
охота,охота,1,10786,0.0091,1,0,0
удивительного,удивительного,1,10787,0.0091,1,0,0
бóльшая,бóльшая,1,10788,0.0091,1,0,0
почетных,почетных,1,10789,0.0091,1,0,0
старички,старички,1,10790,0.0091,1,0,0
потягиваясь,потягиваясь,1,10791,0.0091,1,0,0
сиденья,сиденья,1,10792,0.0091,1,0,0
укладывая,укладывая,1,10793,0.0091,1,0,0
карманы,карманы,1,10794,0.0091,1,0,0
бумажники,бумажники,1,10795,0.0091,1,0,0
кошельки,кошельки,1,10796,0.0091,1,0,0
вежливостью,вежливостью,1,10797,0.0091,1,0,0
балетному,балетному,1,10798,0.0091,1,0,0
дмитриевне,дмитриевне,1,10799,0.0091,1,0,0
выпрямился,выпрямился,1,10800,0.0091,1,0,0
озарилось,озарилось,1,10801,0.0091,1,0,0
дотанцовали,дотанцовали,1,10802,0.0091,1,0,0
ладоши,ладоши,1,10803,0.0091,1,0,0
хоры,хоры,1,10804,0.0091,1,0,0
скрипке,скрипке,1,10805,0.0091,1,0,0
семен,семен,1,10806,0.0091,1,0,0
данилу,данилу,1,10807,0.0091,1,0,0
танец,танец,1,10808,0.0091,1,0,0
танцованный,танцованный,1,10809,0.0091,1,0,0
давило,давило,1,10810,0.0091,1,0,0
англеза,англеза,1,10811,0.0091,1,0,0
папá,папá,1,10812,0.0091,1,0,0
танцует,танцует,1,10813,0.0091,1,0,0
коленам,коленам,1,10814,0.0091,1,0,0
кудрявую,кудрявую,1,10815,0.0091,1,0,0
головку,головку,1,10816,0.0091,1,0,0
заливаясь,заливаясь,1,10817,0.0091,1,0,0
звонким,звонким,1,10818,0.0091,1,0,0
смотрело,смотрело,1,10819,0.0091,1,0,0
старичка,старичка,1,10820,0.0091,1,0,0
сановитою,сановитою,1,10821,0.0091,1,0,0
бывшею,бывшею,1,10822,0.0091,1,0,0
округлял,округлял,1,10823,0.0091,1,0,0
потряхивая,потряхивая,1,10824,0.0091,1,0,0
расправлял,расправлял,1,10825,0.0091,1,0,0
вывертывал,вывертывал,1,10826,0.0091,1,0,0
притопывая,притопывая,1,10827,0.0091,1,0,0
распускавшеюся,распускавшеюся,1,10828,0.0091,1,0,0
круглом,круглом,1,10829,0.0091,1,0,0
приготовлял,приготовлял,1,10830,0.0091,1,0,0
вызывающие,вызывающие,1,10831,0.0091,1,0,0
данилы,данилы,1,10832,0.0091,1,0,0
похожие,похожие,1,10833,0.0091,1,0,0
развеселого,развеселого,1,10834,0.0091,1,0,0
трепачка,трепачка,1,10835,0.0091,1,0,0
заставились,заставились,1,10836,0.0091,1,0,0
мужскими,мужскими,1,10837,0.0091,1,0,0
женскими,женскими,1,10838,0.0091,1,0,0
улыбающимися,улыбающимися,1,10839,0.0091,1,0,0
дворовых,дворовых,1,10840,0.0091,1,0,0
вышедших,вышедших,1,10841,0.0091,1,0,0
веселящегося,веселящегося,1,10842,0.0091,1,0,0
няня,няня,1,10843,0.0091,1,0,0
мощными,мощными,1,10844,0.0091,1,0,0
передала,передала,1,10845,0.0091,1,0,0
танцовало,танцовало,1,10846,0.0091,1,0,0
улыбающемся,улыбающемся,1,10847,0.0091,1,0,0
вздергивающемся,вздергивающемся,1,10848,0.0091,1,0,0
носе,носе,1,10849,0.0091,1,0,0
расходясь,расходясь,1,10850,0.0091,1,0,0
пленял,пленял,1,10851,0.0091,1,0,0
неожиданностью,неожиданностью,1,10852,0.0091,1,0,0
ловких,ловких,1,10853,0.0091,1,0,0
выверток,выверток,1,10854,0.0091,1,0,0
легких,легких,1,10855,0.0091,1,0,0
прыжков,прыжков,1,10856,0.0091,1,0,0
малейшим,малейшим,1,10857,0.0091,1,0,0
усердием,усердием,1,10858,0.0091,1,0,0
округлении,округлении,1,10859,0.0091,1,0,0
поворотах,поворотах,1,10860,0.0091,1,0,0
притопываньях,притопываньях,1,10861,0.0091,1,0,0
производила,производила,1,10862,0.0091,1,0,0
меньшее,меньшее,1,10863,0.0091,1,0,0
заслуге,заслуге,1,10864,0.0091,1,0,0
ценил,ценил,1,10865,0.0091,1,0,0
тучности,тучности,1,10866,0.0091,1,0,0
всегдашней,всегдашней,1,10867,0.0091,1,0,0
суровости,суровости,1,10868,0.0091,1,0,0
пляска,пляска,1,10869,0.0091,1,0,0
визави,визави,1,10870,0.0091,1,0,0
занято,занято,1,10871,0.0091,1,0,0
дергала,дергала,1,10872,0.0091,1,0,0
присутствовавших,присутствовавших,1,10873,0.0091,1,0,0
спускали,спускали,1,10874,0.0091,1,0,0
танцующих,танцующих,1,10875,0.0091,1,0,0
папеньку,папеньку,1,10876,0.0091,1,0,0
танца,танца,1,10877,0.0091,1,0,0
развертывался,развертывался,1,10878,0.0091,1,0,0
каблуках,каблуках,1,10879,0.0091,1,0,0
носясь,носясь,1,10880,0.0091,1,0,0
пà,пà,1,10881,0.0091,1,0,0
мягкую,мягкую,1,10882,0.0091,1,0,0
вспотевшую,вспотевшую,1,10883,0.0091,1,0,0
округло,округло,1,10884,0.0091,1,0,0
размахнув,размахнув,1,10885,0.0091,1,0,0
грохота,грохота,1,10886,0.0091,1,0,0
рукоплесканий,рукоплесканий,1,10887,0.0091,1,0,0
танцующие,танцующие,1,10888,0.0091,1,0,0
батистовыми,батистовыми,1,10889,0.0091,1,0,0
данила,данила,1,10890,0.0091,1,0,0
засучивая,засучивая,1,10891,0.0091,1,0,0
англез,англез,1,10892,0.0091,1,0,0
фальшививших,фальшививших,1,10893,0.0091,1,0,0
музыкантов,музыкантов,1,10894,0.0091,1,0,0
усталые,усталые,1,10895,0.0091,1,0,0
готовили,готовили,1,10896,0.0091,1,0,0
объявили,объявили,1,10897,0.0091,1,0,0
выздоровлению,выздоровлению,1,10898,0.0091,1,0,0
дана,дана,1,10899,0.0091,1,0,0
глухая,глухая,1,10900,0.0091,1,0,0
исповедь,исповедь,1,10901,0.0091,1,0,0
причастие,причастие,1,10902,0.0091,1,0,0
соборования,соборования,1,10903,0.0091,1,0,0
суетня,суетня,1,10904,0.0091,1,0,0
обыкновенные,обыкновенные,1,10905,0.0091,1,0,0
воротами,воротами,1,10906,0.0091,1,0,0
скрываясь,скрываясь,1,10907,0.0091,1,0,0
экипажей,экипажей,1,10908,0.0091,1,0,0
гробовщики,гробовщики,1,10909,0.0091,1,0,0
заказа,заказа,1,10910,0.0091,1,0,0
похороны,похороны,1,10911,0.0091,1,0,0
присылал,присылал,1,10912,0.0091,1,0,0
узнавать,узнавать,1,10913,0.0091,1,0,0
знаменитым,знаменитым,1,10914,0.0091,1,0,0
екатерининским,екатерининским,1,10915,0.0091,1,0,0
вельможей,вельможей,1,10916,0.0091,1,0,0
великолепная,великолепная,1,10917,0.0091,1,0,0
приемная,приемная,1,10918,0.0091,1,0,0
устремленных,устремленных,1,10919,0.0091,1,0,0
духовных,духовных,1,10920,0.0091,1,0,0
родственников,родственников,1,10921,0.0091,1,0,0
похудевший,похудевший,1,10922,0.0091,1,0,0
побледневший,побледневший,1,10923,0.0091,1,0,0
закинув,закинув,1,10924,0.0091,1,0,0
коленку,коленку,1,10925,0.0091,1,0,0
упирая,упирая,1,10926,0.0091,1,0,0
посидев,посидев,1,10927,0.0091,1,0,0
непривычно,непривычно,1,10928,0.0091,1,0,0
длинный,длинный,1,10929,0.0091,1,0,0
корридор,корридор,1,10930,0.0091,1,0,0
находившиеся,находившиеся,1,10931,0.0091,1,0,0
неровным,неровным,1,10932,0.0091,1,0,0
замолкали,замолкали,1,10933,0.0091,1,0,0
полными,полными,1,10934,0.0091,1,0,0
даме,даме,1,10935,0.0091,1,0,0
подсевшей,подсевшей,1,10936,0.0091,1,0,0
слушавшей,слушавшей,1,10937,0.0091,1,0,0
прейдеши,прейдеши,1,10938,0.0091,1,0,0
прибавляя,прибавляя,1,10939,0.0091,1,0,0
духовный,духовный,1,10940,0.0091,1,0,0
таинство,таинство,1,10941,0.0091,1,0,0
отвечало,отвечало,1,10942,0.0091,1,0,0
пролегало,пролегало,1,10943,0.0091,1,0,0
прядей,прядей,1,10944,0.0091,1,0,0
зачесанных,зачесанных,1,10945,0.0091,1,0,0
полуседых,полуседых,1,10946,0.0091,1,0,0
моложавый,моложавый,1,10947,0.0091,1,0,0
седьмой,седьмой,1,10948,0.0091,1,0,0
соборовался,соборовался,1,10949,0.0091,1,0,0
грациозной,грациозной,1,10950,0.0091,1,0,0
croit,croit,1,10951,0.0091,1,0,0
лекарство,лекарство,1,10952,0.0091,1,0,0
брегет,брегет,1,10953,0.0091,1,0,0
отварной,отварной,1,10954,0.0091,1,0,0
положите,положите,1,10955,0.0091,1,0,0
cremortartari,cremortartari,1,10956,0.0091,1,0,0
пило,пило,1,10957,0.0091,1,0,0
чтопи,чтопи,1,10958,0.0091,1,0,0
шивъ,шивъ,1,10959,0.0091,1,0,0
окотник,окотник,1,10960,0.0091,1,0,0
найдутся,найдутся,1,10961,0.0091,1,0,0
скрипнула,скрипнула,1,10962,0.0091,1,0,0
показанное,показанное,1,10963,0.0091,1,0,0
лорреном,лорреном,1,10964,0.0091,1,0,0
понесла,понесла,1,10965,0.0091,1,0,0
дотянется,дотянется,1,10966,0.0091,1,0,0
приличною,приличною,1,10967,0.0091,1,0,0
отворил,отворил,1,10968,0.0091,1,0,0
полутемно,полутемно,1,10969,0.0091,1,0,0
лампадки,лампадки,1,10970,0.0091,1,0,0
куреньем,куреньем,1,10971,0.0091,1,0,0
цветами,цветами,1,10972,0.0091,1,0,0
уставлена,уставлена,1,10973,0.0091,1,0,0
мебелью,мебелью,1,10974,0.0091,1,0,0
шифоньерок,шифоньерок,1,10975,0.0091,1,0,0
шкапчиков,шкапчиков,1,10976,0.0091,1,0,0
столиков,столиков,1,10977,0.0091,1,0,0
ширм,ширм,1,10978,0.0091,1,0,0
покрывала,покрывала,1,10979,0.0091,1,0,0
пуховой,пуховой,1,10980,0.0091,1,0,0
собачка,собачка,1,10981,0.0091,1,0,0
залаяла,залаяла,1,10982,0.0091,1,0,0
гладки,гладки,1,10983,0.0091,1,0,0
куска,куска,1,10984,0.0091,1,0,0
покрыты,покрыты,1,10985,0.0091,1,0,0
напугалась,напугалась,1,10986,0.0091,1,0,0
садясь,садясь,1,10987,0.0091,1,0,0
нагрела,нагрела,1,10988,0.0091,1,0,0
causons,causons,1,10989,0.0091,1,0,0
каменно,каменно,1,10990,0.0091,1,0,0
уснуть,уснуть,1,10991,0.0091,1,0,0
многому,многому,1,10992,0.0091,1,0,0
несообразно,несообразно,1,10993,0.0091,1,0,0
сухою,сухою,1,10994,0.0091,1,0,0
прямою,прямою,1,10995,0.0091,1,0,0
бесстрастно,бесстрастно,1,10996,0.0091,1,0,0
выпуклыми,выпуклыми,1,10997,0.0091,1,0,0
скорый,скорый,1,10998,0.0091,1,0,0
éreinté,éreinté,1,10999,0.0091,1,0,0
poste,poste,1,11000,0.0091,1,0,0
подергиваться,подергиваться,1,11001,0.0091,1,0,0
показывалось,показывалось,1,11002,0.0091,1,0,0
коленях,коленях,1,11003,0.0091,1,0,0
прервет,прервет,1,11004,0.0091,1,0,0
приступая,приступая,1,11005,0.0091,1,0,0
продолжению,продолжению,1,11006,0.0091,1,0,0
тускло,тускло,1,11007,0.0091,1,0,0
мамонтовы,мамонтовы,1,11008,0.0091,1,0,0
прямые,прямые,1,11009,0.0091,1,0,0
наследники,наследники,1,11010,0.0091,1,0,0
вещах,вещах,1,11011,0.0091,1,0,0
готовым,готовым,1,11012,0.0091,1,0,0
перестаю,перестаю,1,11013,0.0091,1,0,0
молить,молить,1,11014,0.0091,1,0,0
помиловал,помиловал,1,11015,0.0091,1,0,0
отодвинутый,отодвинутый,1,11016,0.0091,1,0,0
прошлою,прошлою,1,11017,0.0091,1,0,0
зимой,зимой,1,11018,0.0091,1,0,0
помимо,помимо,1,11019,0.0091,1,0,0
прямых,прямых,1,11020,0.0091,1,0,0
наследников,наследников,1,11021,0.0091,1,0,0
завещаний,завещаний,1,11022,0.0091,1,0,0
завещать,завещать,1,11023,0.0091,1,0,0
оживившись,оживившись,1,11024,0.0091,1,0,0
начав,начав,1,11025,0.0091,1,0,0
усыновить,усыновить,1,11026,0.0091,1,0,0
заслугам,заслугам,1,11027,0.0091,1,0,0
разговаривают,разговаривают,1,11028,0.0091,1,0,0
отослано,отослано,1,11029,0.0091,1,0,0
разумел,разумел,1,11030,0.0091,1,0,0
вскроют,вскроют,1,11031,0.0091,1,0,0
иронически,иронически,1,11032,0.0091,1,0,0
clair,clair,1,11033,0.0091,1,0,0
написаны,написаны,1,11034,0.0091,1,0,0
забыты,забыты,1,11035,0.0091,1,0,0
недоставало,недоставало,1,11036,0.0091,1,0,0
сардонически,сардонически,1,11037,0.0091,1,0,0
наследовать,наследовать,1,11038,0.0091,1,0,0
неосновательность,неосновательность,1,11039,0.0091,1,0,0
умна,умна,1,11040,0.0091,1,0,0
добродетельна,добродетельна,1,11041,0.0091,1,0,0
suit,suit,1,11042,0.0091,1,0,0
недействительно,недействительно,1,11043,0.0091,1,0,0
совершенную,совершенную,1,11044,0.0091,1,0,0
дуру,дуру,1,11045,0.0091,1,0,0
полагающие,полагающие,1,11046,0.0091,1,0,0
остроумное,остроумное,1,11047,0.0091,1,0,0
оскорбительное,оскорбительное,1,11048,0.0091,1,0,0
пикироваться,пикироваться,1,11049,0.0091,1,0,0
родною,родною,1,11050,0.0091,1,0,0
хорошею,хорошею,1,11051,0.0091,1,0,0
истинною,истинною,1,11052,0.0091,1,0,0
твоих,твоих,1,11053,0.0091,1,0,0
интересах,интересах,1,11054,0.0091,1,0,0
десятый,десятый,1,11055,0.0091,1,0,0
бумагах,бумагах,1,11056,0.0091,1,0,0
сестрами,сестрами,1,11057,0.0091,1,0,0
наследница,наследница,1,11058,0.0091,1,0,0
веришь,веришь,1,11059,0.0091,1,0,0
поверь,поверь,1,11060,0.0091,1,0,0
знающим,знающим,1,11061,0.0091,1,0,0
дмитрием,дмитрием,1,11062,0.0091,1,0,0
онуфриичем,онуфриичем,1,11063,0.0091,1,0,0
адвокат,адвокат,1,11064,0.0091,1,0,0
побледнели,побледнели,1,11065,0.0091,1,0,0
прорывался,прорывался,1,11066,0.0091,1,0,0
раскатами,раскатами,1,11067,0.0091,1,0,0
сбросила,сбросила,1,11068,0.0091,1,0,0
признательность,признательность,1,11069,0.0091,1,0,0
низости,низости,1,11070,0.0091,1,0,0
зависти,зависти,1,11071,0.0091,1,0,0
интриг,интриг,1,11072,0.0091,1,0,0
черной,черной,1,11073,0.0091,1,0,0
подергиванием,подергиванием,1,11074,0.0091,1,0,0
жертвовала,жертвовала,1,11075,0.0091,1,0,0
успевают,успевают,1,11076,0.0091,1,0,0
подлы,подлы,1,11077,0.0091,1,0,0
гадки,гадки,1,11078,0.0091,1,0,0
разочаровавшегося,разочаровавшегося,1,11079,0.0091,1,0,0
человеческом,человеческом,1,11080,0.0091,1,0,0
облегчить,облегчить,1,11081,0.0091,1,0,0
несправедливости,несправедливости,1,11082,0.0091,1,0,0
несчастными,несчастными,1,11083,0.0091,1,0,0
подхватила,подхватила,1,11084,0.0091,1,0,0
порываясь,порываясь,1,11085,0.0091,1,0,0
злою,злою,1,11086,0.0091,1,0,0
raison,raison,1,11087,0.0091,1,0,0
расскажи,расскажи,1,11088,0.0091,1,0,0
завещании,завещании,1,11089,0.0091,1,0,0
покажем,покажем,1,11090,0.0091,1,0,0
свято,свято,1,11091,0.0091,1,0,0
protégée,protégée,1,11092,0.0091,1,0,0
perdons,perdons,1,11093,0.0091,1,0,0
втерлась,втерлась,1,11094,0.0091,1,0,0
скверности,скверности,1,11095,0.0091,1,0,0
sophie,sophie,1,11096,0.0091,1,0,0
повторить,повторить,1,11097,0.0091,1,0,0
мозаиковом,мозаиковом,1,11098,0.0091,1,0,0
портфеле,портфеле,1,11099,0.0091,1,0,0
подушкой,подушкой,1,11100,0.0091,1,0,0
ненависть,ненависть,1,11101,0.0091,1,0,0
мерзавке,мерзавке,1,11102,0.0091,1,0,0
прокричала,прокричала,1,11103,0.0091,1,0,0
изменившись,изменившись,1,11104,0.0091,1,0,0
втирается,втирается,1,11105,0.0091,1,0,0
выскажу,выскажу,1,11106,0.0091,1,0,0
княжниной,княжниной,1,11107,0.0091,1,0,0
въезжала,въезжала,1,11108,0.0091,1,0,0
соломе,соломе,1,11109,0.0091,1,0,0
настланной,настланной,1,11110,0.0091,1,0,0
спутнику,спутнику,1,11111,0.0091,1,0,0
утешительными,утешительными,1,11112,0.0091,1,0,0
разбудила,разбудила,1,11113,0.0091,1,0,0
умирающим,умирающим,1,11114,0.0091,1,0,0
ожидало,ожидало,1,11115,0.0091,1,0,0
парадному,парадному,1,11116,0.0091,1,0,0
подъезду,подъезду,1,11117,0.0091,1,0,0
мещанской,мещанской,1,11118,0.0091,1,0,0
одежде,одежде,1,11119,0.0091,1,0,0
отбежали,отбежали,1,11120,0.0091,1,0,0
приостановившись,приостановившись,1,11121,0.0091,1,0,0
разглядел,разглядел,1,11122,0.0091,1,0,0
каменной,каменной,1,11123,0.0091,1,0,0
подзывая,подзывая,1,11124,0.0091,1,0,0
отстававшего,отстававшего,1,11125,0.0091,1,0,0
сбили,сбили,1,11126,0.0091,1,0,0
ведрами,ведрами,1,11127,0.0091,1,0,0
сапогами,сапогами,1,11128,0.0091,1,0,0
сбегали,сбегали,1,11129,0.0091,1,0,0
прижались,прижались,1,11130,0.0091,1,0,0
показали,показали,1,11131,0.0091,1,0,0
площадку,площадку,1,11132,0.0091,1,0,0
поровняться,поровняться,1,11133,0.0091,1,0,0
souffre,souffre,1,11134,0.0091,1,0,0
autant,autant,1,11135,0.0091,1,0,0
oubliez,oubliez,1,11136,0.0091,1,0,0
torts,torts,1,11137,0.0091,1,0,0
envers,envers,1,11138,0.0091,1,0,0
agonie,agonie,1,11139,0.0091,1,0,0
aimé,aimé,1,11140,0.0091,1,0,0
fiez,fiez,1,11141,0.0091,1,0,0
oublierai,oublierai,1,11142,0.0091,1,0,0
последовал,последовал,1,11143,0.0091,1,0,0
отворявшею,отворявшею,1,11144,0.0091,1,0,0
заднего,заднего,1,11145,0.0091,1,0,0
вязал,вязал,1,11146,0.0091,1,0,0
чулок,чулок,1,11147,0.0091,1,0,0
покоев,покоев,1,11148,0.0091,1,0,0
обгонявшей,обгонявшей,1,11149,0.0091,1,0,0
подносе,подносе,1,11150,0.0091,1,0,0
назвав,назвав,1,11151,0.0091,1,0,0
милою,милою,1,11152,0.0091,1,0,0
голубушкой,голубушкой,1,11153,0.0091,1,0,0
каменному,каменному,1,11154,0.0091,1,0,0
жилые,жилые,1,11155,0.0091,1,0,0
заглянули,заглянули,1,11156,0.0091,1,0,0
проходящих,проходящих,1,11157,0.0091,1,0,0
нетерпеливое,нетерпеливое,1,11158,0.0091,1,0,0
откинулся,откинулся,1,11159,0.0091,1,0,0
хлопнула,хлопнула,1,11160,0.0091,1,0,0
затворяя,затворяя,1,11161,0.0091,1,0,0
выразившийся,выразившийся,1,11162,0.0091,1,0,0
несвойствен,несвойствен,1,11163,0.0091,1,0,0
выразила,выразила,1,11164,0.0091,1,0,0
veillerai,veillerai,1,11165,0.0091,1,0,0
intérèts,intérèts,1,11166,0.0091,1,0,0
veiller,veiller,1,11167,0.0091,1,0,0
коридором,коридором,1,11168,0.0091,1,0,0
полуосвещенную,полуосвещенную,1,11169,0.0091,1,0,0
примыкавшую,примыкавшую,1,11170,0.0091,1,0,0
холодных,холодных,1,11171,0.0091,1,0,0
парадного,парадного,1,11172,0.0091,1,0,0
посередине,посередине,1,11173,0.0091,1,0,0
пустая,пустая,1,11174,0.0091,1,0,0
ванна,ванна,1,11175,0.0091,1,0,0
пролита,пролита,1,11176,0.0091,1,0,0
причетник,причетник,1,11177,0.0091,1,0,0
кадилом,кадилом,1,11178,0.0091,1,0,0
итальянскими,итальянскими,1,11179,0.0091,1,0,0
бюстом,бюстом,1,11180,0.0091,1,0,0
рост,рост,1,11181,0.0091,1,0,0
положениях,положениях,1,11182,0.0091,1,0,0
перешептываясь,перешептываясь,1,11183,0.0091,1,0,0
смолкнув,смолкнув,1,11184,0.0091,1,0,0
вошедшую,вошедшую,1,11185,0.0091,1,0,0
отпуская,отпуская,1,11186,0.0091,1,0,0
смелее,смелее,1,11187,0.0091,1,0,0
обеспечен,обеспечен,1,11188,0.0091,1,0,0
графова,графова,1,11189,0.0091,1,0,0
духовника,духовника,1,11190,0.0091,1,0,0
согнувшись,согнувшись,1,11191,0.0091,1,0,0
подплыла,подплыла,1,11192,0.0091,1,0,0
духовнику,духовнику,1,11193,0.0091,1,0,0
благословение,благословение,1,11194,0.0091,1,0,0
духовному,духовному,1,11195,0.0091,1,0,0
проговорив,проговорив,1,11196,0.0091,1,0,0
доктору,доктору,1,11197,0.0091,1,0,0
docteur,docteur,1,11198,0.0091,1,0,0
espoir,espoir,1,11199,0.0091,1,0,0
возвел,возвел,1,11200,0.0091,1,0,0
возвела,возвела,1,11201,0.0091,1,0,0
отошла,отошла,1,11202,0.0091,1,0,0
ayez,ayez,1,11203,0.0091,1,0,0
confiance,confiance,1,11204,0.0091,1,0,0
указав,указав,1,11205,0.0091,1,0,0
диванчик,диванчик,1,11206,0.0091,1,0,0
неслышно,неслышно,1,11207,0.0091,1,0,0
решившись,решившись,1,11208,0.0091,1,0,0
руководительнице,руководительнице,1,11209,0.0091,1,0,0
диванчику,диванчику,1,11210,0.0091,1,0,0
устремились,устремились,1,11211,0.0091,1,0,0
перешептывались,перешептывались,1,11212,0.0091,1,0,0
подобострастием,подобострастием,1,11213,0.0091,1,0,0
духовными,духовными,1,11214,0.0091,1,0,0
предложила,предложила,1,11215,0.0091,1,0,0
уроненную,уроненную,1,11216,0.0091,1,0,0
посторонились,посторонились,1,11217,0.0091,1,0,0
стеснять,стеснять,1,11218,0.0091,1,0,0
нынешнюю,нынешнюю,1,11219,0.0091,1,0,0
обязано,обязано,1,11220,0.0091,1,0,0
совершить,совершить,1,11221,0.0091,1,0,0
ожидаемый,ожидаемый,1,11222,0.0091,1,0,0
выставленные,выставленные,1,11223,0.0091,1,0,0
наивной,наивной,1,11224,0.0091,1,0,0
наделать,наделать,1,11225,0.0091,1,0,0
соображениям,соображениям,1,11226,0.0091,1,0,0
предоставить,предоставить,1,11227,0.0091,1,0,0
звездами,звездами,1,11228,0.0091,1,0,0
величественно,величественно,1,11229,0.0091,1,0,0
похудевшим,похудевшим,1,11230,0.0091,1,0,0
держится,держится,1,11231,0.0091,1,0,0
demandé,demandé,1,11232,0.0091,1,0,0
почел,почел,1,11233,0.0091,1,0,0
замялся,замялся,1,11234,0.0091,1,0,0
demi,demi,1,11235,0.0091,1,0,0
heure,heure,1,11236,0.0091,1,0,0
неясности,неясности,1,11237,0.0091,1,0,0
сообразил,сообразил,1,11238,0.0091,1,0,0
подпрыгивал,подпрыгивал,1,11239,0.0091,1,0,0
причетники,причетники,1,11240,0.0091,1,0,0
передвиженье,передвиженье,1,11241,0.0091,1,0,0
долга,долга,1,11242,0.0091,1,0,0
дотронувшись,дотронувшись,1,11243,0.0091,1,0,0
bonté,bonté,1,11244,0.0091,1,0,0
inépuisable,inépuisable,1,11245,0.0091,1,0,0
cérémonie,cérémonie,1,11246,0.0091,1,0,0
