name,name_lower,occurrences,first_offset,chapters,num_chapters,context_sample
France,france,5,506803,"63,66,95",3, huit cent lieux de France je ne ferai pas dém
Человеку,человек,5,544106,"68,78,89,91,100",5,"ерывность движения.
Человеку становятся понятны "
Малаша,малаш,5,564581,71,1,"лько внучка Андрея, Малаша, шестилетняя
девочк"
Три Горы,тр гор,5,574915,"72,79,80,82",4,дьми нельзя итти на Три Горы воевать с Наполеоно
Мама,мам,5,626170,"80,84,97",3,"-- Мама, голубчик, -- сказа"
Иосифа Алексеевича,иосиф алексеевич,5,659993,"85,93",2,"зборки книг и бумаг
Иосифа Алексеевича показалось ему самы"
Высокий,высокий,5,661377,"85,89,91",3,"Пьер и вошел в дом.
Высокий, плешивый старый че"
Pierre,pierre,5,746534,95,1," pas davantage. M-r Pierre, dites vous…
Parfai"
Рамбаль,рамбаль,5,746718,"95,100",2," привезли французы, Рамбаль попросил
Пьера прин"
Рамбаля,рамбал,5,758442,"95,99,100",3,"се любовные истории Рамбаля имели тот
характер "
Какие,каки,4,3782,"0,25,50,80",4,еобычайное событие? Какие были причины его? И
Monsieur,monsieur,4,4213,"0,1,2,3",4,"исать к Александру: Monsieur, mon frère, je cons"
Без,без,4,7401,"0,2,43,100",4,"люцию, и так далее. Без одной из этих причи"
Божьей,божь,4,9999,"0,36,88,99",4,"ердце царево в руце Божьей""."
Генерал,генерал,4,21891,"2,86,88,92",4,"ь
изъявил согласие. Генерал-адъютанты собрали п"
Балашевым,балашевым,4,24396,"2,6",2,"ак государь пошел с Балашевым. Аракчеев,
исподлоб"
Чтобы,чтоб,4,25817,"2,7,33,38",4,-- Чтобы никто не знал! -- п
Dans,dans,4,28303,"2,44,66,74",4,"nous sera possible. Dans le cas contraire,
V"
Naples,naples,4,32827,"3,63,95",3,"ошептал: ""Le
roi de Naples"".571 Действительно "
Неаполитанский,неаполитанский,4,32958,"3,92",2,"ятно, почему он был
Неаполитанский король, но его назы"
Днепр,днепр,4,54611,"5,30,32",3,"шу вас за Двину, за Днепр и восстановлю проти"
Знаю,зна,4,55458,"5,35,42,79",4,"ой, как бы говоря: ""Знаю, так говорить ваша
"
Коленкур,коленкур,4,56704,"6,63",2,"обеде были Бессьер, Коленкур и Бертье."
Rome,rome,4,59449,"6,54,95",3," tout
chemin mène à Rome, tout chemin mène à"
Война,войн,4,61918,"6,47,76,100",4,"йсками? К чему
это? Война мое ремесло, а его "
Дайте,дайт,4,62776,"6,8,83,100",4,"-- Дайте ему моих, ему далек"
Николая,никола,4,69767,"7,11,79",3,ит маленького князя Николая. Старый князь знал 
Andr,andr,4,72876,"7,39",2,"ы решительно едешь, André? -- сказала ему се"
Волконский,волконский,4,78859,"8,10",2,"вартирмейстер князь
Волконский, генералы, флигель-"
Дрисский,дрисский,4,83759,"8,10,29,100",4," том, чтоб, удержав Дрисский лагерь
по плану Пфу"
Мишо,мишо,4,91754,"9,10",2,"о же утро полковник Мишо
объезжал с государе"
Дрисского,дрисского,4,92358,"9,10",2," объезда укреплений Дрисского
лагеря, в удобности"
Молодой,молод,4,101081,"10,91,100",3,"торые
защищали его. Молодой полковник Толь горя"
Каждый,каждый,4,111350,"11,33,79,91",4,"ктическим причинам. Каждый шаг отступления
соп"
Сначала,сначал,4,112067,"11,65,80,81",4,"оем ближайшем
деле. Сначала весело стояли подле"
Свенцяны,свенцян,4,112300,"11,53",2,нельзя было увезти. Свенцяны памятны были гусара
Здржинский,здржинский,4,114033,11,1,"р с двойными усами, Здржинский, рассказывал напыще"
Здржинского,здржинского,4,114421,11,1,"тверждение восторга
Здржинского, но напротив имел в"
Даже,даж,4,119436,"12,64,99,100",4,"в Марью Генриховну. Даже те офицеры, которые"
Nicolas,nicolas,4,142820,"16,25,79",3,"ятки, проведенные с Nicolas в Отрадном. Чтò бы "
После,посл,4,144477,"16,32,36,73",4,"ла быть и со
всеми. После тех нечаянных слов "
Napol,napol,4,169249,"24,35",2,"ми слова L'empereur Napoléon,611 выходит,
что"
Russe Besuhof,russe besuhof,4,169654,"24,93",2,"чил искомый ответ
l'Russe Besuhof, равное 666-ти. Отк"
Ей Богу,ей бог,4,177912,"25,84,93,100",4,"-- Ей Богу, я съезжу, я дома з"
Но Пьер,но пьер,4,200537,"27,50,99,100",4,Но Пьер не успел договорить
Другие,други,4,204011,"27,46,67,99",4,"ть это пропущенное. Другие, в этом жаре и тесн"
Оба,об,4,207828,"28,29,46,91",4,"родым желтым лицом. Оба они
плакали. У худо"
Должно,должно,4,224800,"30,43,44,99",4,-- Должно быть очень интересн
При,пр,4,226433,"30,45,91,98",4,-- При ростепели снегов по
Первое,перво,4,229214,"31,60,73,93",4,"-- Первое, бумага почтовой, с"
Ох,ох,4,231131,"31,44,48",3,"нуться на кровати. ""Ох, как тяжело! Ох, хо"
До,до,4,242367,"32,100",2,-- До смерти убил -- хозя
Очевидно,очевидно,4,250712,"32,55,86,89",4,"лась, балки пылали. Очевидно, толпа ожидала той "
Солнце,солнц,4,261863,"33,49,59,76",4," час после полудня. Солнце, красный шар в пыли"
Allez,allez,4,273045,"34,63",2,"-- Allez donc, il у voit ass"
Лысых Гор,лысых гор,4,282558,"36,37",2,"ять меры для защиты
Лысых Гор, в которых будет вз"
Ночь,ночь,4,288419,"36,46,58,95",4,"й день занимали её. Ночь с 14 на
15 она пров"
Изредка,изредк,4,289338,"36,65,99",3,ие его любви к ней. Изредка между этими воспоми
Вишь,вишь,4,324127,"39,75,96,100",4,"-- Вишь, научила ловко, за "
Дома,дом,4,324172,"39,46,85,100",4,"ей в крепость поди! Дома разори, да в
кабалу"
Извольте,извольт,4,335734,"41,64,91,98",4,"Ростов,
вставая. -- Извольте ехать, и я отвечаю "
Нам,нам,4,339870,"42,44,53,88",4,"-- Нам бунтовать нельзя, м"
Разбойники,разбойник,4,340071,"42,60,89,100",4,варивать?.. Бунт!.. Разбойники! Изменники! -- бесс
Прощайте,прощайт,4,343416,"42,75,78,84",4,"знакомиться с вами. Прощайте, княжна, желаю вам
"
Вчера,вчер,4,352867,"43,49,100",3,-- Вчера получил известие о 
Пускай,пускай,4,358271,"43,90,91,100",4,е эти дела в огонь. Пускай косят хлеба и жгут 
Неужели,неужел,4,370862,"45,60,65",3,"-- сказала Жюли. -- Неужели вы думаете, что ест"
Qu,qu,4,372175,"45,86,94,95",4,-- Qu'est ce qui est la f
Non,non,4,372427,"45,74,95",3,"-- Non, madame,663 -- прод"
Простите,простит,4,375283,"46,98",2,"-- Простите, mon cousin, что я "
Леппихом,леппих,4,378228,"46,72,90,100",4,"р, который строился Леппихом для погибели
врага,"
Утице,утиц,4,386511,"47,62",2," ней, от Бородина к Утице,
на том самом месте"
Уварова,увар,4,392797,"47,62,64,71",4,кого против Утицы и Уварова на правом фланге фр
Раненые,ранены,4,394216,"48,65,76,83",4," на крутом
подъеме. Раненые, обвязанные тряпкам"
Всем,вс,4,396609,"48,93,97,100",4,Нынче не разбирают… Всем народом навалиться 
Везде,везд,4,402114,"49,58,59,92",4," его представлению.
Везде было не поле сражен"
Фабвье,фабвь,4,442638,"54,100",2,", и подозвал к себе Фабвье.
Наполеон слушал, с"
Компана,компан,4,449148,"55,62",2,ложение же генерала Компана (который должен был
Десс,десс,4,450208,"55,62",2,"и гаубицами дивизии Дессè и Фриана,
двинется"
Notre,notre,4,463428,"58,95",2,"ить? Лечить
нельзя. Notre corps est une machi"
Клапареда,клапаред,4,499878,63,1,"рь, послать дивизию Клапареда, -- сказал Бертье, "
Калужскую,калужску,4,553066,"69,86",2,назад: бросаются на Калужскую дорогу и (после поб
Филей,фил,4,555183,"69,70",2,"анял позиции прежде Филей, почему он не отсту"
Ключарева,ключар,4,576559,"72,77,78",3,"ного почт-директора Ключарева;
то сбирал народ на"
Поварскую,поварску,4,632258,"81,99",2,"ого провозили через Поварскую, и Мавра
Кузьминишн"
Сухаревой,сухарев,4,655312,"84,85,95,99",4,"ли подошел под арку
Сухаревой башни."
Баздеева,базде,4,658025,85,1, квартире покойного Баздеева. Вот как это случил
Макар Алексеевич,макар алексеевич,4,661128,"85,93",2,"арство небесное, --
Макар Алексеевич, остались, да как и"
Мишка,мишк,4,680822,"89,96",2,"ник Игнат и казачок Мишка, внук Васильича, ос"
Руби,руб,4,708011,91,1,ричал Растопчин. -- Руби! Я приказываю! -- У
Арбата,арбат,4,719190,"92,99",2,"Около середины Арбата, близ Николы Явленн"
Капитан,капитан,4,753312,"95,100",2,"и увел своих людей. Капитан вышел на крыльцо,
г"
Unterkunft,unterkunft,4,755574,"95,100",2,sile en allemand -- Unterkunft.836
Мытищах,мытищах,4,764531,"96,98",2," в эту ночь стоял в Мытищах, в 20 верстах от Мо"
Марья Николаевна,марь николаевн,4,794981,"99,100",2,"-- Полно, Марья Николаевна, -- тихим голосом, "
Восток,восток,3,3152,0,1,"инулись с Запада на Восток, к
границам России,"
Ольденбургскому,ольденбургском,3,3906,"0,100",2,"
нанесенная герцогу Ольденбургскому, несоблюдение конти"
Елены,елен,3,4470,"0,66,100",3," это на острове св. Елены); понятно, что член"
Сердце,сердц,3,9978,"0,17,99",3,"""Сердце царево в руце Божье"
Дрездене,дрезден,3,11477,"0,1,29",3,"рманившие почести в Дрездене, и дипломатические "
Войска,войск,3,15401,"1,33,64",3,веденным на Немане. Войска знали о присутствии
Vive,vive,3,15583,"1,54,57",3,"х шапки и кричали: ""Vive
l'Еmреrеur""\!567 и "
Уланы,улан,3,18952,"1,13,100",3,"а быстрине теченья. Уланы цеплялись
друг за д"
Russie,russie,3,27372,"2,66",2,"es frontières de la Russie, et je reèois à l'i"
Alexandre,alexandre,3,28611,"2,5,35",3,"(signé) Alexandre"".570"
Roi,roi,3,33728,"3,54",2,"у: ""je vous ai fait Roi pour régner à ma
ma"
Куракин,курак,3,45150,"5,29,100",3,"ртов
Куракиным, что Куракин поступил так по сво"
Одер,одер,3,47390,"5,100",2,"азад
отступления за Одер и Вислу и, несмотря"
La,la,3,47689,"5,91,95",3,леон знал за собой. La vibration de mon mo
Quel,quel,3,50125,"5,73,87",3,-- Quel beau règne aurait p
Армфельдтов,армфельдт,3,50547,5,1,"вал к себе Штейнов, Армфельдтов, Бенигсенов, Винцин"
Впрочем,впроч,3,58237,"6,17,93",3,"-- Впрочем, большое количество"
Прошу,прош,3,58603,"6,50,78",3,-- Прошу извинения у вашего 
Карл,карл,3,59579,"6,56,57",3,"аву, которую избрал
Карл XII, сказал Балашев"
Анатоля Курагина,анатол кураг,3,63209,"7,8,66",3,"встретить там князя Анатоля Курагина, которого он считал"
Курагину,курагин,3,63850,"7,8",2, неудобным писать к Курагину и вызвать его. Не п
Букарешта,букарешт,3,66242,"7,34,44",3,"12-м году, когда до Букарешта (где два месяца жил"
Им,им,3,74062,"7,100",2,"та. -- Горе послано Им, а не людьми. Люди "
Marie,marie,3,74297,"7,38",2,"на, я бы это делал, Marie. Это добродетель
же"
Чернышев,черныш,3,92173,"9,10",2,"аря
не было там; но Чернышев, флигель-адъютант г"
Дело,дело,3,100176,"10,32,53",3,"е собранных господ. Дело было в том, что в н"
Оттого,оттого,3,107370,"10,25",2,"право, тому налево? Оттого только,
что военные"
Слышали,слышал,3,113498,"11,18,78",3," Я, граф, из штаба. Слышали подвиг Раевского? -"
Кажется,кажетс,3,116349,"11,97,100",3,"ойду искать приюта. Кажется, дождик полегче. --"
Ура,ур,3,116474,"11,26,100",3,"-- Ура! Ростов, идем скоре"
Муж,муж,3,117498,"12,43,99",3,"у на широкой лавке. Муж ее, доктор, спал
по"
Хороши,хорош,3,117693,"12,34,100",3,-- Хороши! Так и течет с них!
Полноте,полнот,3,121972,"12,45,100",3,"- сказал Ростов. -- Полноте, доктор."
Право,право,3,123486,"13,89,100",3,"-- Право, она очень мила! --"
Почти,почт,3,130941,"14,77,84",3,ешалась с гусарами. Почти все французские дра
Георгиевский,георгиевский,3,133241,"14,25",2,ет просить для него Георгиевский крест. Когда Ростов
Марьи Дмитриевны,марь дмитриевн,3,135584,"15,74",2,овых перебралось от Марьи Дмитриевны в свой дом и совсем
Этак,этак,3,139460,"15,26,46",3,-- Этак никогда не выздоров
Аграфена Ивановна,аграфен ивановн,3,145715,16,1,"еть так, как говела Аграфена Ивановна, то есть всю неделю"
Беловой,белов,3,146044,16,1,аташи и поручила ее Беловой. Аграфена Ивановна 
Разумовских,разумовских,3,149714,"17,25",2,"е в домовую
церковь Разумовских. Был жаркий, июльск"
Анатоля,анатол,3,153534,"17,66",2,"щих,
она вспоминала Анатоля, сделавшего ей стол"
Твоею,твое,3,156019,17,1," Тебе: укрепи силою Твоею
благочестивейшего, "
Ти,ти,3,156632,"17,94,100",3," пред лицем верного Ти воинства, яко прах
"
Твоих,твоих,3,156832,17,1,т пред ногами рабов Твоих и в попрание воем н
Него,него,3,157521,"17,76",2,"Господи Боже наш, в Него же веруем и на Него"
Апокалипсисе,апокалипсис,3,161447,"18,24",2,"В Апокалипсисе, главе тринадцатой,"
Николая Ростова,никола рост,3,170924,"24,35",2,исем было письмо от Николая Ростова к отцу. Пьер взял э
Георгием,георги,3,171251,"24,49,71",3,"това,
награжденного Георгием 4-й степени, за ока"
Ей,ей,3,177588,"25,39,71",3,"-- Ей богу, не знаю, куда"
Но Соня,но сон,3,178010,"25,42,79",3,", и кучер уехал. -- Но Соня, пошедшая в передню"
Неприятель,неприятель,3,179594,"25,33,64",3,"""Неприятель вошел с великими си"
Ближе,ближ,3,193006,"26,59,100",3,", с перил на землю. Ближе
всех стоявший кучер"
Многие,многи,3,203193,"27,83,92",3,рили в том же тоне. Многие говорили прекрасно 
Позвольте,позвольт,3,204931,"27,49,71",3,"- кричал другой. -- Позвольте мне говорить…
Госпо"
Узнав,узнав,3,208196,"28,33,86",3,"учая
загладить это. Узнав, что граф Мамонов ж"
Император,император,3,213672,"29,100",2,едставляется выгод. Император находится при армии
Армии,арми,3,215066,"29,83,86",3,"роисходит нечаянно.
Армии разрезаны при начал"
Получил,получил,3,224447,"30,58",2,-- Получил от князя Андрея нын
Поди,под,3,225128,"30,71,99",3,"шись крикнул он. -- Поди ты, Михаил Иваныч!"
Иди,ид,3,240635,"32,44,89",3,"-- Иди, -- сказал он, кивн"
Невольно,невольно,3,240819,"32,36,100",3,"бинета губернатора. Невольно прислушиваясь
тепер"
Вдруг,вдруг,3,244362,"32,36,83",3,"но и пошел к двери. Вдруг --
послышался стран"
Спасибо,спасибо,3,245540,"32,44,91",3,"-- Спасибо отскочил, а то бы о"
Гул,гул,3,246961,"32,59,63",3,"але, прислушиваясь. Гул
орудий, свист снаря"
Вслед,вслед,3,248347,"32,41,60",3,"велел ему выезжать. Вслед за
Алпатычем и за к"
Ребята,ребят,3,253272,"32,89,91",3,"Важно! пошла драть! Ребята, важно!…"
Остававшиеся,остававшиес,3,254010,"33,84,92",3,"чью освежала землю.
Остававшиеся на корню хлебà сгор"
Прикажете,прикажет,3,259108,"33,42,100",3,-- Прикажете ли отпускать под ро
Рязанскую,рязанску,3,260187,"33,86,90",3,"роду вели уходить в Рязанскую или в
Подмосковную."
Таким,таким,3,265343,"33,47,100",3,"о он в ночь уходит. Таким
образом воевать не "
Князь Василий,князь василий,3,269768,"34,74",2," Плутарх о древних. Князь Василий, занимавший всё те
"
Peut,peut,3,273923,"34,95,99",3,-- Peut-être que le coeur n
Начальник,начальник,3,277238,"35,55,92",3,жами и адъютантами. Начальник штаба Бертье отстал
Lelorme,lelorme,3,277372,"35,86",2,вуемый переводчиком Lelorme d'Ideville. догнал 
Ideville,ideville,3,277382,"35,86",2,еводчиком Lelorme d'Ideville. догнал Наполеона и
Платова,плат,3,277526,"35,77",2,"говорит, что корпус Платова соединяется с
больш"
Казак,казак,3,278037,"35,46,100",3,"-- Казак-с, ваше благородие."
Тьер,тьер,3,278336,35,1,"tuelle"",639 говорит Тьер,
рассказывая этот э"
Действительно,действительно,3,278367,"35,41,68",3,"азывая этот эпизод. Действительно, Лаврушка, напивший"
Разумеется,разумеетс,3,312323,"38,80,90",3,".-- сказала она.
-- Разумеется, я ни за чтò не жел"
Потому,потом,3,312617,"38,88,98",3,"m-lle
Bourienne. -- Потому что, согласитесь, c"
Моя,мо,3,332152,"41,98,100",3," руку за пазуху. -- Моя госпожа, дочь сконч"
Имею,име,3,333195,"41,50,60",3,-- Имею честь докладывать в
Говори,говор,3,354047,"43,77,91",3,"ства? Ну чтό такое? Говори"". Денисов
покраснел"
Каменский,каменский,3,362126,44,1,"ое выходит. Если бы Каменский не умер, он бы
проп"
Штраф,штраф,3,368659,45,1,-- Штраф! -- сказал молодой 
Натали,натал,3,371285,45,1,"ли ехать в деревню. Натали, кажется, здорова т"
Лубянку,лубянк,3,380703,"46,89,92",3,"ера, выезжавшего на Лубянку."
Слободском,слободск,3,382566,"46,93",2,"ое он испытывал и в Слободском дворце во
время при"
Шевардинском,шевардинск,3,383230,47,1,"о было сражение при Шевардинском редуте, 25-го не бы"
Результатом,результат,3,383543,"47,54",2,"и малейшего смысла. Результатом ближайшим было
и до"
Валуеву,валуев,3,389851,"47,49,67",3,"еон, выехав 24-го к Валуеву, не увидал (как гов"
Татариновой,татаринов,3,399347,"48,49,50",3,аправляясь дальше к Татариновой.
Иверскую,иверску,3,405573,"49,72,77",3,есут! Заступницу!.. Иверскую!..
Тучкова,тучк,3,418632,"51,55",2,"ояли войска корпуса
Тучкова, долженствовавшего "
Князю Андрею,княз андре,3,424654,"52,66,98",3,"рдь и чуть не упал. Князю Андрею вообще
неприятно бы"
От,от,3,430608,"53,81,87",3,"-- От того чувства, котор"
Raum,raum,3,433180,"53,64",2," ""Der Krieg muss im Raum verlegt werden. Der"
Горки,горк,3,437894,"53,59",2,"мне пора, поезжай в Горки, --
вдруг сказал кн"
Прощай,прощай,3,438149,"53,100",2,"его и поцеловал. -- Прощай,
ступай, -- прокрич"
Fabvier,fabvier,3,440467,54,1,sset676 и полковник Fabvier
Ней,ней,3,449318,"55,63",2,"льхингенский, т. е. Ней, позволил себе
заме"
Ни,ни,3,451954,"55,82,84",3,"етыре
распоряжения. Ни одно из этих распор"
Итак,итак,3,453913,"55,100",2,"она и неслыханное). Итак ни одно из
распоряж"
Smolensk,smolensk,3,462090,"58,95",2,"l'honneur de dire
à Smolensk, -- сказал Рапп, --"
Больше,больш,3,476299,"60,99,100",3,"тант поехал дальше. Больше они не
видались, и "
Молоденький,молоденький,3,484125,"60,61",2,"о орудия
к другому. Молоденький офицерик, еще больш"
Dites,dites,3,498109,"63,74,94",3,"-- Dites au roi de Naples, -"
Бельяр,бельяр,3,498646,63,1," к
кургану. Это был Бельяр. Он, слезши с лошад"
Щербинин,щербин,3,509344,64,1,го фланга прискакал Щербинин с донесением о заня
Ils,ils,3,532989,"66,91",2,-- Ils en veulent encore!…
Мысль,мысль,3,539621,"67,79,91",3," я не хочу больше!"" Мысль
эта к вечеру одинак"
Дорогомиловской,дорогомиловск,3,559192,"70,86",2," в шести верстах от Дорогомиловской заставы,
вышел из э"
Маленький,маленький,3,565995,"71,100",2,"ы,
сообщал Барклаю. Маленький, кругленький Дохтур"
Берлин,берл,3,574076,"72,92,100",3," хорошо, что Вена и Берлин
остались целы, и чт"
Двором,двор,3,577331,"73,74,100",3,вратившись вместе с Двором из Вильны в Петербу
Петр Кирилович,петр кирилович,3,595612,75,1,-- Петр Кирилович.
Nous,nous,3,610604,"78,99",2,"-- Nous у voilà,763 -- вдру"
Голова,гол,3,611394,"78,83,99",3," ont
affaire à moi. Голова иногда кругом идет!"
Поварской,поварск,3,625454,"80,99,100",3,"ь к подъездам домов Поварской улицы. Наташе, види"
Фабричные,фабричны,3,634026,"82,89",2,"и цены на
предметы. Фабричные, дворовые и мужики,"
Мало,мало,3,635056,"82,89",2,"ли огромные деньги. Мало того, что за эти по"
Дворецкий,дворецкий,3,636085,"82,85",2,"ьца стояли экипажи. Дворецкий стоял у подъезда,
р"
Дорогомиловского,дорогомиловского,3,675204,"87,99",2," на постоялом дворе Дорогомиловского
предместья."
Москворецком,москворецк,3,675561,88,1,"на мостах
Каменном, Москворецком и Яузском."
Вздвиженки,вздвиженк,3,720525,92,1,"пустившись до конца Вздвиженки, артиллерия останов"
Russe,russe,3,743004,"94,95",2,"-- Je suis Russe,810 -- быстро сказа"
Faut,faut,3,743994,"94,99",2,"e, -- сказал он. -- Faut-il vous l'apporter?"
Морель,морель,3,747059,"95,100",2,"ял участие в обеде. Морель, денщик, принес кас"
Est,est,3,749538,95,1,-- Est ce que les dames fr
Данило Терентьич,данило терентьич,3,766453,96,1,"(как его называли), Данило Терентьич
подошел к толпе и к"
Девочку,девочк,3,794880,"99,100",2,"она сквозь рыдания.
Девочку!… Дочь!… Дочь мою м"
Аниска,аниск,3,795976,99,1,"сердце мое успокой… Аниска, иди, мерзкая, пров"
Запада,запад,2,3142,0,1,"армию), двинулись с Запада на Восток, к
границ"
Румянцеву,румянцев,2,4073,"0,8",2," только Меттерниху, Румянцеву или Талейрану, межд"
Австрией,австри,2,5021,"0,53",2,", что союз России с Австрией в 1809 году не был
"
Ольденбургский,ольденбургский,2,5639,0,1,"лии хитра, и герцог Ольденбургский обижен. Нельзя
поня"
Данциг,данциг,2,14312,"1,3",2,"кту на Позен, Торн, Данциг и Кенигсберг. В каж"
Cosaques,cosaques,2,14808,1,1,тороне казаков (les Cosaques) и расстилавшиеся с
Steppes,steppes,2,14846,1,1,"лавшиеся степи
(les Steppes), в середине которы"
Подъехав,подъехав,2,17385,"1,43",2,какали впереди его. Подъехав к широкой реке Вили
Виват,виват,2,17489,1,1,-- Виват! -- также восторжен
Сотни,сотн,2,18865,"1,37",2,к быстрине течения. Сотни уланов поскакали за
Африки,африк,2,19707,"1,86",2,"сех
концах мира, от Африки до степей Московии,"
Полковник,полковник,2,19965,"1,3",2,"зад к этому берегу. Полковник и несколько
человек"
Граф Бенигсен,граф бенигсен,2,22028,"2,50",2,"быть
хозяйкой бала. Граф Бенигсен, помещик Виленской "
Виленской,виленск,2,22051,"2,8",2,"ф Бенигсен, помещик Виленской губернии, предложил"
Борис Друбецкой,борис друбецк,2,22826,"2,50",2,"Борис Друбецкой, en garèon (холостя"
Салтыкову,салтыков,2,26966,"2,5",2," фельдмаршалу князю Салтыкову, в котором он
непре"
Рыконты,рыконт,2,29599,3,1,у приехал в деревню Рыконты на французские аван
Неаполя,неапол,2,33191,3,1,"накануне отъезда из Неаполя, во время его прогу"
Заметив,заметив,2,38682,"4,26",2, злобно усмехнулся. Заметив на лице Балашева пр
Кастре,кастр,2,40193,4,1,"маршала господин де-Кастре и провел
Балашева в"
Граф Тюрен,граф тюрен,2,41779,"5,100",2,Граф Тюрен ввел его в большую 
Дюрок,дюрок,2,41946,"5,6",2,"усского императора. Дюрок сказал, что императ"
Быстро,быстро,2,42385,"5,52",2,"ись
поспешные шаги. Быстро отворились обе поло"
Короткие,коротки,2,42722,"5,54",2,"ног, и в ботфортах.
Короткие волоса его очевидно"
Белая,бела,2,42843,"5,66",2,"диной широкого лба. Белая, пухлая шея его
рез"
Здравствуйте,здравствуйт,2,43737,"5,91",2,"-- Здравствуйте, генерал! -- сказал"
Мир,мир,2,49090,"5,17",2,-- Мир заключен… -- начал 
Но Наполеон,но наполеон,2,49117,"5,54",2,лючен… -- начал он. Но Наполеон не дал ему говорить
Валахии,валахи,2,49378,5,1," получив Молдавии и
Валахии. А я бы дал вашему "
Финляндию,финлянди,2,49450,"5,8",2,"к же, как я дал ему
Финляндию. Да, --продолжал он"
Тильзите,тильзит,2,49922,"5,53",2,"самому Александру в
Тильзите. -- Tout cela il l'"
Tout,tout,2,49935,"5,44",2,"ндру в
Тильзите. -- Tout cela il l'aurait dû"
Vistule,vistule,2,52606,"5,66",2,"es de ce côté de la
Vistule.588 Турки вам не по"
Правда,правд,2,58007,"6,38",2,"кве, сколько домов? Правда ли, что Moscou
назы"
Испания,испани,2,58683,6,1,"оме
России есть еще Испания, где так же много ц"
Странно,странно,2,60510,"6,48",2,"мператор
Александр. Странно, неправда ли, генер"
Германии,германи,2,61368,"6,100",2,"шку. -- Я выгоню из Германии всех его родных,
Ви"
Молдавскую,молдавску,2,63476,7,1," министра и уехал в
Молдавскую армию. В это же вре"
Курагиным,курагиным,2,64017,"7,16",2,"ал личной встречи с
Курагиным, в которой он намер"
Турецкой,турецк,2,64085,"7,44",2,"повод к дуэли. Но в
Турецкой армии ему также не "
Швейцарии,швейцари,2,64778,7,1,"гучарове, а потом в Швейцарии и Риме; но он
даже "
Дрисском,дрисск,2,66631,"7,29",2,"аходившуюся в мае в Дрисском лагере, князь
Андре"
Лысогорского,лысогорского,2,67123,7,1,"и в каменные ворота
Лысогорского дома. Та же степенн"
Здоровый,здоровый,2,71878,"7,98",2,"л на половину сына. Здоровый, по матери
кудрявый"
Слава Богу,слав бог,2,72910,"7,76",2,"-- Слава Богу, что могу ехать, --"
Ах Боже,ах бож,2,73325,"7,65",2,-- Ах Боже мой! Боже мой! -- с
Adieu,adieu,2,75076,"7,100",2,"-- Adieu, André! Rappelez vo"
Старик,старик,2,75421,"7,100",2,"ему из ума старику. Старик чувствует, что вино"
Румянцев,румянц,2,79168,"8,34",2,"нтин Павлович, граф Румянцев -- канцлер, Штейн -"
Аустерлицкого,аустерлицкого,2,84070,"8,43",2,"огший забыть
своего Аустерлицкого разочарования, где "
Третий,третий,2,88119,"8,88",2,"ртвою
общей пользы. Третий просто выпрашивал с"
Чернышевым,чернышевым,2,93672,9,1,минуту поговорить с Чернышевым.
Вейротер,вейротер,2,93900,"9,57",2,"ал его. В нем был
и Вейротер, и Мак, и Шмидт, и "
Geschichte,geschichte,2,95115,9,1,"zu Grunde die ganze Geschichte…
или: s'wird was ge"
Таков,так,2,96817,"9,29",2,солютная истина. -- Таков очевидно был Пфуль.
Иеной,иен,2,97296,"9,63",2," войны, кончившейся
Иеной и Ауерштетом; но в "
Quant,quant,2,99127,10,1,-- Quant à celui qui a conse
Drissa,drissa,2,99177,10,1,"ce camp, le camp de Drissa, -- говорил
Паулучи"
Толю,тол,2,101410,"10,29",2,". Паулучи,
возражая Толю, предложил план дви"
Понятно,понятно,2,108212,"10,91",2,"аведливо и чтó нет. Понятно, что исстари еще дл"
Ничто,ничто,2,109425,"11,16",2,"и моей"", писал он. ""Ничто кроме чести не могл"
Верь,верь,2,109713,"11,44",2," последняя разлука. Верь, что тотчас после
в"
Отрадненская,отрадненска,2,109988,"11,16",2,"и жениться на Соне. Отрадненская осень с
охотой и зи"
Денисову,денисов,2,113901,"11,43",2,колай в отношении к Денисову семь лет тому назад
Раевским,раевским,2,114168,"11,64",2,"
совершен генералом Раевским поступок, достойный"
Нашел,нашел,2,116500,"11,77",2,"остов, идем скорее. Нашел! Вот тут шагов двес"
Хоть,хоть,2,116560,"11,82",2,"уда забрались наши. Хоть посушимся, и Марья "
Вернувшись,вернувшись,2,121710,"12,26",2,"лаза всех офицеров. Вернувшись со
двора, доктор ск"
Ехать,ехать,2,124680,"13,32",2," не
обскакивал его. Ехать на этой лошади было"
Лошади,лошад,2,126684,"13,38",2,"ь поднялся на гору. Лошади стали взмыливаться,"
"Граф
Остерман",граф остерман,2,127648,"13,14",2,"ачалась и канонада. Граф
Остерман с свитой проехал сз"
Остермана,остерман,2,127786,"13,14",2,"Вслед за отъездом Остермана, у улан послышалась"
Пули,пул,2,130098,"14,60",2,жели он упустит ее. Пули так возбудительно в
Ребенок,ребенок,2,137915,15,1,"о, которое ушибено. Ребенок убьется и тотчас же"
Метивье,метивь,2,139240,"15,25",2,"робности о том, как Метивье и Феллер не поняли,"
Божией Матери,божи матер,2,146637,16,1," место перед иконою
Божией Матери, вделанной в зад ле"
Который,который,2,147235,"16,26",2," и отдаваться Богу, Который в эти минуты -- она"
