token,token_lower,chapter_idx,count
отдохнуть,отдохнуть,2,1
отдуваясь,отдуваясь,1,1
отдых,отдых,0,2
отдыха,отдыха,1,2
отдыхаем,отдыхаем,0,1
отдыхал,отдыхал,0,1
отель,отель,0,1
отененным,отененным,0,1
отерла,отерла,2,1
отец,отец,0,17
отец,отец,1,1
отец,отец,2,14
отечество,отечество,2,1
отечеству,отечеству,1,1
отечеству,отечеству,2,1
отжившим,отжившим,0,1
отзывалась,отзывалась,0,1
отзывах,отзывах,1,1
отзываясь,отзываясь,0,1
отзывы,отзывы,2,1
откажется,откажется,2,1
откажешь,откажешь,0,1
откажи,откажи,0,1
отказал,отказал,0,1
отказалась,отказалась,0,2
отказался,отказался,2,1
отказано,отказано,2,1
отказать,отказать,1,1
отказаться,отказаться,2,3
отказы,отказы,1,1
откашлялся,откашлялся,2,1
откинув,откинув,0,1
откинув,откинув,2,1
откинул,откинул,0,1
откинулась,откинулась,0,1
откинулся,откинулся,0,1
откладываемый,откладываемый,2,1
откладываю,откладываю,0,1
откладывая,откладывая,1,1
откланявшись,откланявшись,1,1
откланялись,откланялись,2,1
откликнулся,откликнулся,2,1
отклонил,отклонил,2,1
отклонился,отклонился,2,1
отклонить,отклонить,2,1
отклониться,отклониться,2,1
откос,откос,0,1
откосе,откосе,0,1
откровенна,откровенна,0,1
откровенности,откровенности,2,1
откровенною,откровенною,0,1
откроет,откроет,0,1
откроет,откроет,1,1
откроется,откроется,1,1
открыв,открыв,1,1
открывавшееся,открывавшееся,1,1
открывал,открывал,2,1
открывала,открывала,0,1
открывала,открывала,2,1
открывалась,открывалась,0,2
открывался,открывался,1,1
открывая,открывая,1,1
открывшей,открывшей,2,1
открыл,открыл,1,1
открыл,открыл,2,5
открылась,открылась,1,1
открыта,открыта,2,1
открытая,открытая,0,2
открытие,открытие,2,1
открыто,открыто,2,1
открытого,открытого,0,1
открытое,открытое,2,1
открытой,открытой,0,1
открытом,открытом,2,1
открытую,открытую,0,1
открытые,открытые,2,1
открытым,открытым,0,1
открытыми,открытыми,0,1
открытых,открытых,0,1
открыть,открыть,2,1
открыться,открыться,1,1
откуда,откуда,0,1
откуда,откуда,1,2
откуда,откуда,2,3
отличавшегося,отличавшегося,1,2
отличавшему,отличавшему,0,1
отличавшиеся,отличавшиеся,0,1
отличал,отличал,1,1
отличали,отличали,0,1
отличались,отличались,0,1
отличать,отличать,2,1
отличаясь,отличаясь,1,1
отличием,отличием,1,1
отличился,отличился,1,1
отличился,отличился,2,1
отличится,отличится,0,1
отличится,отличится,1,1
отличится,отличится,2,1
отличить,отличить,1,1
отлично,отлично,0,1
отличною,отличною,1,1
отличные,отличные,1,1
отличный,отличный,2,1
отличным,отличным,0,1
отлогий,отлогий,1,1
отлучаться,отлучаться,1,1
отменен,отменен,0,1
отменили,отменили,0,1
отмечая,отмечая,0,1
отмечая,отмечая,1,1
отмстил,отмстил,0,1
отмстить,отмстить,2,1
отнесся,отнесся,2,1
отнимая,отнимая,0,1
отнимая,отнимая,1,1
относившейся,относившейся,1,1
относившейся,относившейся,2,1
относившеюся,относившеюся,2,1
относившиеся,относившиеся,1,1
относилась,относилась,1,1
относились,относились,1,1
относилось,относилось,0,1
относилось,относилось,2,1
относился,относился,1,1
относился,относился,2,1
относительно,относительно,1,2
относительно,относительно,2,1
относиться,относиться,0,1
относя,относя,2,1
относящимся,относящимся,0,1
отношение,отношение,0,1
отношении,отношении,0,2
отношении,отношении,1,2
отношении,отношении,2,5
отношений,отношений,1,1
отношений,отношений,2,1
отношения,отношения,0,3
отношения,отношения,2,3
отношениями,отношениями,1,1
отношениях,отношениях,0,2
отнял,отнял,0,1
ото,ото,0,1
отобранные,отобранные,2,1
отодвигал,отодвигал,0,1
отодвинул,отодвинул,0,1
отодвинутый,отодвинутый,0,1
отозвала,отозвала,0,1
отозвались,отозвались,0,1
отозвался,отозвался,1,1
отозваться,отозваться,0,1
отойдя,отойдя,1,1
отоманке,отоманке,0,2
отоманки,отоманки,0,1
оторвав,оторвав,0,1
оторвав,оторвав,1,1
оторвало,оторвало,1,1
оторваться,оторваться,2,1
отослано,отослано,0,1
отослать,отослать,2,1
отошел,отошел,0,4
отошел,отошел,1,7
отошел,отошел,2,1
отошла,отошла,0,1
отпечаток,отпечаток,0,1
отплатит,отплатит,1,1
отплывающую,отплывающую,2,1
отпору,отпору,0,1
отправила,отправила,2,1
отправить,отправить,1,1
отправиться,отправиться,0,1
отправлен,отправлен,1,1
отправлен,отправлен,2,1
отправление,отправление,1,1
отправляемся,отправляемся,2,1
отправляете,отправляете,2,1
отправляется,отправляется,1,1
отправлялись,отправлялись,1,1
отправляться,отправляться,1,2
отправляюсь,отправляюсь,0,1
отправляются,отправляются,1,2
отпраздновал,отпраздновал,2,1
отпряженная,отпряженная,1,1
отпускайте,отпускайте,0,1
отпускал,отпускал,0,2
отпускали,отпускали,1,1
отпуская,отпуская,0,1
отпуску,отпуску,0,2
отпустил,отпустил,0,4
отпустил,отпустил,1,1
отпустила,отпустила,2,1
отпустили,отпустили,0,1
отпустили,отпустили,1,1
отпустить,отпустить,0,1
отпущен,отпущен,1,1
отравленной,отравленной,1,1
отрад,отрад,2,1
отраднее,отраднее,2,1
отрадой,отрадой,1,1
отражалось,отражалось,1,1
отражаясь,отражаясь,1,1
отражения,отражения,0,1
отражения,отражения,2,1
отразилась,отразилась,0,1
отразило,отразило,0,1
отразился,отразился,2,1
отрезала,отрезала,1,1
отрезали,отрезали,1,2
отрезана,отрезана,1,1
отрезаны,отрезаны,1,1
отрицательно,отрицательно,0,1
отрицательно,отрицательно,1,1
отрицательные,отрицательные,1,1
отрицательный,отрицательный,0,1
отрицательный,отрицательный,2,1
отрубая,отрубая,1,1
отрывать,отрывать,0,1
отрывать,отрывать,2,1
отрывисто,отрывисто,0,4
отрывисто,отрывисто,1,1
отрывочно,отрывочно,2,1
отрывочные,отрывочные,2,1
отряд,отряд,1,7
отряд,отряд,2,1
отряда,отряда,1,5
отряда,отряда,2,1
отряде,отряде,1,2
отряде,отряде,2,1
отряду,отряду,1,1
отряхнув,отряхнув,0,1
отряхнул,отряхнул,1,1
отскочил,отскочил,1,2
отсоветывал,отсоветывал,2,1
отсрочки,отсрочки,2,1
отстав,отстав,1,1
отстававшего,отстававшего,0,1
отставать,отставать,0,1
отставать,отставать,2,2
отставившего,отставившего,1,1
отставке,отставке,0,1
отставленною,отставленною,2,1
отставленный,отставленный,0,1
отставшие,отставшие,1,1
отставший,отставший,1,1
отставших,отставших,1,1
отстаивать,отстаивать,2,1
отстал,отстал,1,2
отстала,отстала,0,1
отстали,отстали,1,2
отсталыми,отсталыми,1,2
отсталых,отсталых,1,1
отстану,отстану,2,1
отстанут,отстанут,0,1
отстать,отстать,0,1
отстать,отстать,1,1
отсторонился,отсторонился,2,1
отстранилась,отстранилась,0,1
отстраняясь,отстраняясь,1,1
отстреливались,отстреливались,2,1
отступаем,отступаем,1,1
отступает,отступает,1,1
отступала,отступала,1,1
отступали,отступали,2,2
отступать,отступать,1,10
отступать,отступать,2,1
отступают,отступают,1,1
отступают,отступают,2,1
отступающие,отступающие,1,1
отступающим,отступающим,2,1
отступая,отступая,0,1
отступая,отступая,1,1
отступил,отступил,1,5
отступил,отступил,2,1
отступили,отступили,2,1
отступить,отступить,2,1
отступление,отступление,1,4
отступление,отступление,2,1
отступлении,отступлении,1,1
отступления,отступления,1,4
отсутствие,отсутствие,0,1
отсчитывал,отсчитывал,0,1
отсылать,отсылать,1,1
отсырел,отсырел,1,1
отсюда,отсюда,1,1
отсюда,отсюда,2,1
отталкивая,отталкивая,0,4
отталкивая,отталкивая,1,1
оттенки,оттенки,2,1
оттенков,оттенков,0,1
оттенком,оттенком,0,1
оттенком,оттенком,2,1
оттенок,оттенок,2,1
оттеснены,оттеснены,1,1
оттого,оттого,0,4
оттого,оттого,1,5
оттого,оттого,2,6
оттолкнул,оттолкнул,0,3
оттолкнул,оттолкнул,1,1
оттолкнула,оттолкнула,2,1
оттуда,оттуда,0,4
оттуда,оттуда,1,1
оттуда,оттуда,2,2
оттягивая,оттягивая,1,1
оттянет,оттянет,0,1
отуманенности,отуманенности,2,1
отуманено,отуманено,0,1
отхлебывая,отхлебывая,0,1
отходил,отходил,2,1
отходила,отходила,0,1
отходили,отходили,0,1
отходили,отходили,1,2
отходили,отходили,2,1
отходите,отходите,1,1
отходя,отходя,1,3
отходя,отходя,2,2
отца,отца,0,27
отца,отца,2,8
отце,отце,0,4
отце,отце,2,1
отцовского,отцовского,0,1
отцом,отцом,0,6
отцом,отцом,1,3
отцом,отцом,2,5
отцу,отцу,0,9
отцу,отцу,1,3
отцу,отцу,2,5
отчаивались,отчаивались,1,1
отчасти,отчасти,2,1
отчаяние,отчаяние,2,1
отчаянием,отчаянием,2,1
отчаянии,отчаянии,1,1
отчаянии,отчаянии,2,1
отчаяния,отчаяния,2,1
отчаянно,отчаянно,0,2
отчаянно,отчаянно,1,4
отчаянно,отчаянно,2,1
отчаянностью,отчаянностью,0,1
отчаянную,отчаянную,0,1
отчаянную,отчаянную,1,1
отчаянные,отчаянные,1,1
отчаянный,отчаянный,1,2
отчаянным,отчаянным,0,3
отчаянным,отчаянным,1,2
отче,отче,2,1
отчего,отчего,0,10
отчего,отчего,1,6
отчего,отчего,2,11
отчет,отчет,2,1
отчета,отчета,2,1
отчетливо,отчетливо,0,2
отчетливо,отчетливо,2,2
отчетливости,отчетливости,2,1
отчисляли,отчисляли,1,1
отчужденности,отчужденности,1,1
отъезд,отъезд,2,2
отъезда,отъезда,0,1
отъезда,отъезда,1,1
отъезда,отъезда,2,1
отъезде,отъезде,1,1
отъезжал,отъезжал,1,1
отъезжал,отъезжал,2,3
отъезжали,отъезжали,0,1
отъезжали,отъезжали,1,1
отъезжая,отъезжая,2,2
отъехав,отъехав,2,1
отъехавшего,отъехавшего,2,1
отъехал,отъехал,1,5
отъехал,отъехал,2,3
отъехать,отъехать,1,1
отыскал,отыскал,1,1
отыскать,отыскать,2,1
отыскивать,отыскивать,0,2
отыскивать,отыскивать,1,5
отыскивать,отыскивать,2,2
отыскивая,отыскивая,0,2
отыскивая,отыскивая,1,3
отыскивая,отыскивая,2,1
отягощая,отягощая,1,1
отягощенным,отягощенным,2,1
отягченного,отягченного,2,1
отягченных,отягченных,1,1
офицер,офицер,0,8
офицер,офицер,1,75
офицер,офицер,2,20
офицера,офицера,0,3
офицера,офицера,1,25
офицера,офицера,2,7
офицерам,офицерам,1,2
офицерам,офицерам,2,3
офицерами,офицерами,1,6
офицерами,офицерами,2,3
офицерах,офицерах,1,4
офицере,офицере,1,1
офицерика,офицерика,2,2
офицеров,офицеров,1,14
офицеров,офицеров,2,10
офицером,офицером,1,8
офицером,офицером,2,3
офицерская,офицерская,1,1
офицерская,офицерская,2,1
офицерские,офицерские,1,1
офицерскую,офицерскую,1,1
офицеру,офицеру,1,10
офицеру,офицеру,2,2
офицеры,офицеры,0,2
офицеры,офицеры,1,11
офицеры,офицеры,2,13
официальною,официальною,0,1
официальных,официальных,2,1
официант,официант,0,2
официанта,официанта,0,1
официантов,официантов,0,2
официантской,официантской,0,4
официантской,официантской,2,2
официантскую,официантскую,0,2
официанту,официанту,0,2
официанты,официанты,0,4
официанты,официанты,2,1
ох,ох,1,5
охали,охали,2,1
охая,охая,1,1
охватывал,охватывал,2,1
охнул,охнул,1,1
охота,охота,0,1
охотницкую,охотницкую,0,1
охотно,охотно,1,2
охотно,охотно,2,3
охоты,охоты,0,1
охранял,охранял,2,1
оцарапан,оцарапан,1,1
оценил,оценил,0,1
оценили,оценили,0,1
оценить,оценить,0,1
оценить,оценить,1,1
оценить,оценить,2,2
очакова,очакова,0,1
очарован,очарован,0,1
очевидна,очевидна,0,1
очевидно,очевидно,0,12
очевидно,очевидно,1,9
очевидно,очевидно,2,21
очень,очень,0,77
очень,очень,1,30
очень,очень,2,78
очертаний,очертаний,2,1
очистили,очистили,1,1
очистить,очистить,0,1
очистить,очистить,2,1
очищали,очищали,2,1
очищались,очищались,2,1
очками,очками,2,1
очках,очках,0,3
очки,очки,0,8
очки,очки,2,3
очков,очков,0,2
очнувшись,очнувшись,0,2
очнувшись,очнувшись,2,1
очнулась,очнулась,2,1
очнулся,очнулся,2,3
очутился,очутился,2,1
ошибаетесь,ошибаетесь,0,1
ошибается,ошибается,2,1
ошибался,ошибался,2,1
ошибаться,ошибаться,2,1
ошибаюсь,ошибаюсь,2,1
ошибетесь,ошибетесь,0,1
ошибешься,ошибешься,0,1
ошибка,ошибка,1,1
ошибками,ошибками,1,1
ошибки,ошибки,0,1
ошибки,ошибки,1,1
ошибку,ошибку,0,1
ошибку,ошибку,1,2
ошиблась,ошиблась,0,1
ощутительнее,ощутительнее,2,1
п,п,0,1
п,п,1,1
п,п,2,6
пoцеловала,пoцеловала,0,1
пà,пà,0,1
пèси,пèси,1,1
па,па,0,2
павле,павле,0,1
павле,павле,2,1
павлович,павлович,2,1
павловича,павловича,2,1
павловичу,павловичу,2,1
павловна,павловна,0,51
павловна,павловна,2,14
павловне,павловне,0,9
павловне,павловне,2,1
павловной,павловной,0,1
павловной,павловной,2,2
павловну,павловну,0,2
павловны,павловны,0,14
павловны,павловны,2,7
павлоградские,павлоградские,2,1
павлоградский,павлоградский,1,1
павлоградскими,павлоградскими,1,1
павлоградского,павлоградского,0,1
павлоградского,павлоградского,1,2
павлоградского,павлоградского,2,2
павлоградскому,павлоградскому,1,1
павлоградцам,павлоградцам,1,1
павлоградцев,павлоградцев,1,2
павлоградцев,павлоградцев,2,2
павлоградцы,павлоградцы,2,2
павшие,павшие,1,1
падавшего,падавшего,1,1
падавшие,падавшие,2,1
падал,падал,2,1
падали,падали,2,1
падаю,падаю,2,1
падая,падая,1,1
падая,падая,2,1
падение,падение,2,1
падения,падения,1,1
падет,падет,2,1
пазуху,пазуху,0,1
пакость,пакость,1,1
пал,пал,2,1
палатку,палатку,1,2
палена,палена,0,1
палец,палец,2,1
палить,палить,2,1
палка,палка,2,1
палки,палки,2,1
палкой,палкой,2,1
палку,палку,2,1
палубы,палубы,2,1
пальба,пальба,1,4
пальбу,пальбу,2,1
пальбы,пальбы,1,1
пальбы,пальбы,2,1
пальников,пальников,2,1
пальца,пальца,1,3
пальцами,пальцами,0,3
пальцами,пальцами,1,3
пальцами,пальцами,2,1
пальце,пальце,1,1
пальцев,пальцев,0,1
пальцев,пальцев,1,2
пальцем,пальцем,0,4
пальцем,пальцем,1,2
пальцем,пальцем,2,2
пальцы,пальцы,1,1
пальцы,пальцы,2,1
пальчик,пальчик,2,1
пальчикам,пальчикам,0,1
пальчиками,пальчиками,0,1
пальчиком,пальчиком,2,2
памяти,памяти,0,3
памяти,памяти,2,2
памятное,памятное,2,1
памятные,памятные,2,1
память,память,0,1
памятью,памятью,0,1
панталонах,панталонах,0,2
панталончиках,панталончиках,0,1
папà,папà,0,1
папá,папá,0,1
папа,папа,0,1
папа,папа,2,1
папенька,папенька,0,3
папенька,папенька,2,1
папеньку,папеньку,0,1
параграфа,параграфа,0,1
парад,парад,1,2
парада,парада,1,1
парада,парада,2,1
параде,параде,1,1
параде,параде,2,1
парадно,парадно,0,1
парадного,парадного,0,1
парадной,парадной,1,1
парадной,парадной,2,1
парадному,парадному,0,1
парадную,парадную,1,1
парализировало,парализировало,2,1
паре,паре,1,1
пари,пари,0,12
париж,париж,0,1
париж,париж,2,2
париже,париже,0,1
париже,париже,1,1
париже,париже,2,3
парика,парика,0,1
парике,парике,0,2
парило,парило,2,1
парис,парис,2,1
парка,парка,1,1
парки,парки,1,1
парком,парком,1,1
парламентер,парламентер,1,1
парламентера,парламентера,1,1
парламентерским,парламентерским,2,1
парламентеры,парламентеры,1,2
парных,парных,2,1
пароль,пароль,1,2
пароль,пароль,2,1
партии,партии,0,1
партии,партии,2,1
партия,партия,2,2
партнера,партнера,2,1
пару,пару,2,1
пары,пары,0,3
пасмурного,пасмурного,1,1
пасмурную,пасмурную,0,1
пассаж,пассаж,0,2
пассажи,пассажи,0,1
пастей,пастей,2,1
пастями,пастями,2,1
патриот,патриот,0,1
паузе,паузе,0,1
паха,паха,2,1
пахло,пахло,0,3
пахнуло,пахнуло,2,2
пашне,пашне,2,1
певица,певица,0,1
певца,певца,2,1
педали,педали,0,1
пей,пей,0,2
пелась,пелась,1,1
пели,пели,1,1
пение,пение,0,1
пение,пение,2,1
пения,пения,0,1
пеной,пеной,1,1
пены,пены,1,1
пенья,пенья,2,1
пенящуюся,пенящуюся,2,1
пера,пера,0,1
первая,первая,0,3
первая,первая,2,1
первого,первого,0,2
первого,первого,1,5
первого,первого,2,2
первое,первое,0,1
первое,первое,1,2
первое,первое,2,4
первой,первой,0,3
первой,первой,2,5
первом,первом,0,1
первом,первом,2,1
первому,первому,0,1
первому,первому,1,1
первому,первому,2,1
первоначальные,первоначальные,1,1
первою,первою,0,1
первою,первою,2,1
первую,первую,0,6
первую,первую,2,4
первые,первые,1,2
первые,первые,2,5
первый,первый,0,9
первый,первый,1,16
первый,первый,2,12
первым,первым,0,1
первым,первым,2,2
первыми,первыми,0,1
первых,первых,0,1
первых,первых,1,3
первых,первых,2,3
перебегали,перебегали,1,1
перебегая,перебегая,0,1
перебежал,перебежал,1,1
перебиваемой,перебиваемой,2,1
перебиваемый,перебиваемый,1,1
перебивал,перебивал,2,1
перебивала,перебивала,2,1
перебивая,перебивая,0,1
перебивая,перебивая,1,3
перебивая,перебивая,2,2
перебил,перебил,0,2
перебил,перебил,1,9
перебил,перебил,2,5
перебила,перебила,0,3
перебила,перебила,1,1
перебирал,перебирал,2,1
перебирая,перебирая,0,1
перебирая,перебирая,1,1
перебирая,перебирая,2,1
перебитою,перебитою,1,1
перебитыми,перебитыми,1,1
перебить,перебить,2,1
перебьют,перебьют,1,2
переваливаясь,переваливаясь,0,2
переваливаясь,переваливаясь,2,1
переведен,переведен,0,3
переведен,переведен,1,1
переведенный,переведенный,0,1
переведут,переведут,2,1
перевернули,перевернули,0,1
перевернутой,перевернутой,1,1
перевернуться,перевернуться,0,1
перевертывавшие,перевертывавшие,2,1
перевес,перевес,1,1
перевес,перевес,2,1
перевеса,перевеса,0,1
перевести,перевести,1,2
перевирая,перевирая,1,1
переводил,переводил,0,2
переводом,переводом,0,2
переводя,переводя,0,2
переворачивала,переворачивала,2,1
переворачивали,переворачивали,0,1
переворотить,переворотить,0,1
переврал,переврал,1,1
перевьючил,перевьючил,1,1
перевязанных,перевязанных,1,1
перевязи,перевязи,1,1
перевязочном,перевязочном,2,1
перевязочный,перевязочный,1,1
перевязочный,перевязочный,2,1
переглядывались,переглядывались,0,1
переглядывались,переглядывались,1,1
переглядывались,переглядывались,2,1
переглядывался,переглядывался,0,1
переглядываются,переглядываются,0,1
переглядываясь,переглядываясь,0,1
переглянувшихся,переглянувшихся,2,1
переглянулась,переглянулась,0,1
перегнулся,перегнулся,1,1
переговаривавшими,переговаривавшими,2,1
переговаривались,переговаривались,1,1
переговариваться,переговариваться,1,1
переговариваясь,переговариваясь,0,1
переговариваясь,переговариваясь,1,1
переговариваясь,переговариваясь,2,1
переговорами,переговорами,1,1
переговорах,переговорах,1,1
переговорив,переговорив,0,1
переговорим,переговорим,2,1
переговорить,переговорить,0,1
переговоров,переговоров,1,1
переговоров,переговоров,2,1
переговоры,переговоры,1,1
переговоры,переговоры,2,2
перегоняли,перегоняли,1,1
перегоняя,перегоняя,1,1
перед,перед,0,18
перед,перед,1,38
перед,перед,2,40
передавал,передавал,1,1
передавали,передавали,1,1
передавали,передавали,2,2
передавая,передавая,0,1
передается,передается,2,2
передайте,передайте,1,2
передал,передал,1,4
передал,передал,2,2
передала,передала,0,1
передалось,передалось,2,1
передан,передан,1,1
передана,передана,2,2
переданным,переданным,2,1
передано,передано,0,1
передано,передано,2,1
переданы,переданы,1,1
передать,передать,0,3
передать,передать,1,2
передать,передать,2,5
передачи,передачи,2,1
передвиганием,передвиганием,0,1
передвижение,передвижение,2,1
передвижении,передвижении,2,1
передвижения,передвижения,2,1
передвиженье,передвиженье,0,1
передками,передками,1,1
передки,передки,1,2
передков,передков,1,4
переднего,переднего,2,1
передней,передней,0,6
передней,передней,1,2
передней,передней,2,2
переднем,переднем,1,1
передние,передние,1,2
передние,передние,2,2
передний,передний,1,2
передних,передних,1,1
передних,передних,2,1
переднюю,переднюю,0,6
переднюю,переднюю,1,2
передо,передо,2,1
передовой,передовой,1,1
передовою,передовою,1,1
передразнивавший,передразнивавший,1,1
передразнивал,передразнивал,1,1
передразнивая,передразнивая,2,1
передразнил,передразнил,1,1
передумает,передумает,2,1
переезд,переезд,0,1
переезжайте,переезжайте,2,1
переезжал,переезжал,2,1
переехав,переехав,1,1
переехал,переехал,2,1
пережевывали,пережевывали,2,1
пережевывая,пережевывая,1,1
переживет,переживет,0,1
перейден,перейден,1,1
перейдет,перейдет,2,1
перейдут,перейдут,0,1
перейдут,перейдут,1,2
перейдя,перейдя,0,2
перейдя,перейдя,1,3
перейти,перейти,0,2
перейти,перейти,1,4
перейти,перейти,2,3
перекатная,перекатная,1,2
перекаты,перекаты,2,1
перекинул,перекинул,1,3
перекладины,перекладины,0,1
перекладывая,перекладывая,0,1
перекланяться,перекланяться,1,1
перекрестил,перекрестил,1,1
перекрестилась,перекрестилась,0,2
перекрестилась,перекрестилась,2,1
перекрестился,перекрестился,0,1
перекривленного,перекривленного,0,1
перелетела,перелетела,1,1
переливались,переливались,0,1
перемен,перемен,2,1
перемена,перемена,1,1
перемененными,перемененными,0,1
переменил,переменил,0,1
переменил,переменил,1,2
переменила,переменила,2,1
переменилась,переменилась,2,1
переменились,переменились,2,1
переменило,переменило,1,2
переменился,переменился,0,4
переменился,переменился,2,3
перемените,перемените,0,1
перемените,перемените,2,3
переменить,переменить,0,1
переменой,переменой,1,1
переменой,переменой,2,1
перемену,перемену,2,2
перемены,перемены,0,1
перемены,перемены,2,2
переменявшиеся,переменявшиеся,1,1
переменяет,переменяет,2,1
переменяющихся,переменяющихся,1,1
переменяя,переменяя,2,1
перемешанными,перемешанными,2,2
перемещением,перемещением,0,1
перемирие,перемирие,1,6
перемирие,перемирие,2,2
перемирия,перемирия,1,3
перенес,перенес,0,1
перенесено,перенесено,0,1
перенесло,перенесло,1,1
перенесло,перенесло,2,2
перенести,перенести,0,1
переносившим,переносившим,2,1
переносившую,переносившую,0,1
переносила,переносила,2,1
переносили,переносили,0,1
переносит,переносит,0,1
переносить,переносить,0,1
переносить,переносить,1,4
переносить,переносить,2,1
переносящее,переносящее,2,1
переодеванием,переодеванием,1,1
переодеваться,переодеваться,2,1
переодетый,переодетый,1,1
переодеть,переодеть,1,2
переодеться,переодеться,1,1
переписки,переписки,2,1
переписывал,переписывал,0,1
переписывались,переписывались,2,1
переполнит,переполнит,2,1
переправе,переправе,1,2
переправились,переправились,1,1
переправится,переправится,0,1
переправить,переправить,0,1
переправиться,переправиться,2,1
переправы,переправы,2,1
перепрыгивали,перепрыгивали,0,1
перепрыгивающие,перепрыгивающие,0,1
перепрыгивая,перепрыгивая,1,1
перепрыгнул,перепрыгнул,2,2
перепрыгнуть,перепрыгнуть,1,1
перепряжкой,перепряжкой,1,1
перервал,перервал,0,1
перерыв,перерыв,0,1
перерыва,перерыва,0,1
перерыве,перерыве,2,1
перерыл,перерыл,1,2
пересек,пересек,2,1
пересел,пересел,0,1
пересечь,пересечь,2,1
перескакивая,перескакивая,0,1
переслать,переслать,0,1
перестававшими,перестававшими,0,1
переставали,переставали,1,1
переставая,переставая,0,1
переставая,переставая,1,3
переставляемых,переставляемых,1,1
переставляя,переставляя,0,1
переставшие,переставшие,2,1
перестал,перестал,1,1
перестал,перестал,2,2
перестала,перестала,0,1
перестали,перестали,0,1
перестанешь,перестанешь,0,1
перестановка,перестановка,0,1
перестановку,перестановку,0,1
перестану,перестану,2,1
перестань,перестань,0,1
перестаньте,перестаньте,0,1
перестаньте,перестаньте,1,1
перестать,перестать,0,1
перестать,перестать,1,1
перестаю,перестаю,0,1
перестрадавшего,перестрадавшего,2,1
перестреливались,перестреливались,2,1
перестрелка,перестрелка,1,2
перестрелка,перестрелка,2,3
перестрелке,перестрелке,2,1
перестрелки,перестрелки,1,1
перестрелок,перестрелок,2,1
переступанья,переступанья,0,1
переступая,переступая,1,1
переступил,переступил,2,1
переступит,переступит,2,1
пересуды,пересуды,1,1
пересыпался,пересыпался,1,1
пересыхает,пересыхает,2,1
перетаскивали,перетаскивали,1,1
перетащился,перетащился,1,1
перетащить,перетащить,0,1
перетянутыми,перетянутыми,2,1
перехватила,перехватила,0,1
перехватила,перехватила,2,1
перехваченным,перехваченным,1,1
переход,переход,1,2
перехода,перехода,1,2
перехода,перехода,2,2
переходах,переходах,0,1
переходах,переходах,2,2
переходе,переходе,1,2
переходе,переходе,2,1
переходивший,переходивший,2,1
переходили,переходили,1,1
переходите,переходите,0,1
переходов,переходов,1,1
переходы,переходы,2,1
переходят,переходят,1,1
переходящего,переходящего,2,1
перечитывала,перечитывала,2,1
перешагнуть,перешагнуть,2,1
перешедшими,перешедшими,1,1
перешел,перешел,0,1
перешел,перешел,1,3
перешел,перешел,2,2
перешептывались,перешептывались,0,1
перешептываясь,перешептываясь,0,1
перешла,перешла,0,4
перешли,перешли,1,4
перешли,перешли,2,1
перешло,перешло,0,1
перешло,перешло,1,2
перешло,перешло,2,2
перила,перила,1,2
перилам,перилам,1,2
перилы,перилы,1,1
перинах,перинах,1,1
перине,перине,0,3
перину,перину,2,1
период,период,1,1
периодов,периодов,2,1
перл,перл,2,1
перо,перо,0,1
пером,пером,1,2
персидскими,персидскими,0,1
персидском,персидском,2,1
персик,персик,2,1
перспектива,перспектива,1,1
перспектива,перспектива,2,1
перстнем,перстнем,1,2
персты,персты,0,1
перчатке,перчатке,2,1
перчатки,перчатки,0,1
перчатку,перчатку,0,3
перчатку,перчатку,2,1
перьев,перьев,1,1
песенникам,песенникам,1,1
песенники,песенники,1,1
песенников,песенников,1,1
песни,песни,1,6
песни,песни,2,1
песню,песню,0,1
песню,песню,1,1
песня,песня,1,4
пестрая,пестрая,1,1
песчинка,песчинка,2,1
песчинкой,песчинкой,2,1
петербург,петербург,0,4
петербург,петербург,2,3
петербурга,петербурга,0,7
петербурга,петербурга,2,1
петербурге,петербурге,0,7
петербурге,петербурге,1,2
петербурге,петербурге,2,8
петербургская,петербургская,0,1
петербургские,петербургские,0,2
петербургский,петербургский,0,1
петербургский,петербургский,2,1
петербургским,петербургским,2,1
петербургской,петербургской,0,2
петербургском,петербургском,1,1
петербургском,петербургском,2,2
пети,пети,2,1
петизанфан,петизанфан,2,1
петр,петр,0,4
петр,петр,1,1
петров,петров,1,1
петру,петру,0,1
петруша,петруша,0,2
петрушка,петрушка,0,1
петуха,петуха,1,1
петухи,петухи,2,1
петь,петь,0,2
петю,петю,2,1
петя,петя,0,1
петя,петя,2,11
пехота,пехота,1,6
пехота,пехота,2,5
пехоте,пехоте,0,2
пехоте,пехоте,1,1
пехотинец,пехотинец,1,1
пехотинца,пехотинца,1,1
пехотного,пехотного,1,1
пехотные,пехотные,0,1
пехотные,пехотные,1,3
пехотные,пехотные,2,1
пехотный,пехотный,1,8
пехотных,пехотных,1,2
пехотных,пехотных,2,2
пехотой,пехотой,1,2
пехотой,пехотой,2,3
пехоту,пехоту,1,4
пехоты,пехоты,0,1
пехоты,пехоты,1,5
пехоты,пехоты,2,6
печалей,печалей,0,1
печали,печали,0,1
печали,печали,2,1
печалимся,печалимся,1,1
печаль,печаль,0,2
печальна,печальна,2,1
печальнее,печальнее,1,1
печально,печально,0,1
печально,печально,1,2
печально,печально,2,2
печальное,печальное,1,1
печальный,печальный,0,1
печалью,печалью,0,1
печатания,печатания,0,1
печатать,печатать,0,1
