token,token_lower,chapter_idx,count
кричала,кричала,1,3
кричали,кричали,0,1
кричали,кричали,1,1
кричали,кричали,2,1
кричат,кричат,0,1
кричат,кричат,1,1
кричать,кричать,1,2
кричать,кричать,2,1
кричишь,кричишь,2,1
кроатов,кроатов,1,1
кров,кров,0,1
кроватей,кроватей,2,1
кровати,кровати,0,6
кровати,кровати,1,1
кровати,кровати,2,1
кровать,кровать,0,2
крови,крови,1,2
крови,крови,2,3
кровную,кровную,2,1
кровожадно,кровожадно,1,1
кровожадного,кровожадного,1,1
кровь,кровь,0,1
кровь,кровь,1,13
кровь,кровь,2,1
кровью,кровью,2,4
кроме,кроме,0,16
кроме,кроме,1,14
кроме,кроме,2,19
кроткий,кроткий,0,1
кроткий,кроткий,1,1
кротким,кротким,1,1
кротко,кротко,0,1
кротко,кротко,1,1
кротко,кротко,2,1
кроткого,кроткого,2,2
кротком,кротком,2,1
кроткою,кроткою,0,2
кроткою,кроткою,2,1
кротости,кротости,2,2
кротостью,кротостью,0,1
крошечку,крошечку,1,1
крошечными,крошечными,2,1
круг,круг,0,2
круги,круги,1,1
круглой,круглой,0,2
круглолицею,круглолицею,0,1
круглолицый,круглолицый,1,2
круглом,круглом,0,1
круглую,круглую,0,1
круглые,круглые,1,1
круглым,круглым,2,1
кругов,кругов,0,1
кругом,кругом,0,3
кругом,кругом,1,5
кругом,кругом,2,3
кругу,кругу,2,1
кружевах,кружевах,0,2
кружевной,кружевной,0,1
кружевных,кружевных,0,1
кружится,кружится,0,1
кружиться,кружиться,0,1
кружка,кружка,0,2
кружка,кружка,1,1
кружках,кружках,2,1
кружке,кружке,0,1
кружке,кружке,1,1
кружки,кружки,2,1
кружком,кружком,2,1
кружку,кружку,0,5
кружку,кружку,2,1
кружок,кружок,1,2
кружок,кружок,2,2
крупные,крупные,1,2
крупным,крупным,0,1
крупным,крупным,2,1
крупными,крупными,0,1
крупными,крупными,1,2
крупных,крупных,0,1
крупу,крупу,1,1
крупы,крупы,1,1
крут,крут,0,1
круто,круто,1,1
круто,круто,2,2
крутой,крутой,1,1
крутом,крутом,1,1
крутым,крутым,2,1
круши,круши,1,2
крыло,крыло,1,1
крыло,крыло,2,1
крылом,крылом,2,3
крыльца,крыльца,0,1
крыльца,крыльца,1,2
крыльце,крыльце,0,2
крыльце,крыльце,1,1
крыльцо,крыльцо,0,2
крыльцо,крыльцо,1,3
крыльцу,крыльцу,0,2
крыльцу,крыльцу,1,2
крыльцу,крыльцу,2,1
крысе,крысе,1,1
крысы,крысы,1,1
крышами,крышами,1,1
крышей,крышей,1,1
крыши,крыши,1,1
